entity_name,variable_name,obs_count,first_date,last_date,min_val,max_val,avg_val
Pheelz,Spotify_monthly_listeners_daily,453,1/1/2024,6/30/2025,2125307,5467847,2890750.7637969097
Pheelz,TikTok_followers_daily,640,4/1/2024,12/31/2025,482200,615700,564661.2531
Pheelz,TikTok_likes_daily,726,1/1/2024,12/31/2025,3700000,9004878,6329486.79338843
Pheelz,Twitter_followers_daily,520,3/12/2024,12/31/2025,420230,447430,435616.7711538462
Pheelz,Wikipedia_views_daily,727,1/1/2024,12/31/2025,28,973,85.72489683631362
Pheelz,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,324000,389000,358573.894085282
Praiz,Instagram_followers_daily,237,1/1/2024,12/3/2025,397744,422353,416055.37552742613
Praiz,Soundcloud_followers_daily,205,1/1/2024,12/31/2025,396,417,402.49756097560976
Praiz,Spotify_followers_daily,727,1/1/2024,12/31/2025,23449,30307,27435.880330123797
Praiz,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,204527,327234,248049.4112792297
Praiz,TikTok_followers_daily,673,2/27/2024,12/31/2025,718,751,735.4606240713224
Praiz,TikTok_likes_daily,673,2/27/2024,12/31/2025,935,942,936.9123328380387
Praiz,Wikipedia_views_daily,731,1/1/2024,12/31/2025,4,106,21.540355677154583
Prettyboy D-O,Instagram_followers_daily,668,1/1/2024,12/31/2025,92650,109128,101166.18113772455
Prettyboy D-O,Spotify_followers_daily,640,4/1/2024,12/31/2025,59020,66656,63491.17188
Prettyboy D-O,Spotify_monthly_listeners_daily,546,1/1/2024,12/31/2025,68386,235985,95488.62271062272
Prettyboy D-O,TikTok_followers_daily,632,1/1/2024,12/31/2025,5744,6769,6434.284810126583
Prettyboy D-O,TikTok_likes_daily,721,1/1/2024,12/31/2025,104700,129738,116916.85436893204
Prettyboy D-O,Twitter_followers_daily,492,3/12/2024,12/31/2025,49151,57671,52816.2337398374
Prettyboy D-O,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,8670,9569,9157.045392022008
Qing Madi,Instagram_followers_daily,669,1/1/2024,12/31/2025,250208,591315,476083.798206278
Qing Madi,Soundcloud_followers_daily,31,5/1/2024,12/31/2025,476,1424,1259.6451612903227
Qing Madi,Spotify_followers_daily,636,1/1/2024,12/31/2025,63681,771827,505892.22327044024
Qing Madi,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,736133,2452566,1742001.5130674003
Qing Madi,TikTok_followers_daily,727,1/1/2024,12/31/2025,447500,1451429,1105181.0440165063
Qing Madi,TikTok_likes_daily,724,1/1/2024,12/31/2025,9900000,55587500,32966796.041436464
Qing Madi,Twitter_followers_daily,510,3/12/2024,12/31/2025,9307,36545,31176.692156862744
Qing Madi,Wikipedia_views_daily,731,1/1/2024,12/31/2025,88,1165,273.21067031463747
Qing Madi,YouTube_subscribers_daily,726,1/1/2024,12/31/2025,68200,340500,230343.73278236916
Reekado Banks,Bandsintown_followers_daily,521,1/1/2024,11/15/2025,0,14853,12768.201535508637
Reekado Banks,Instagram_followers_daily,669,1/1/2024,12/31/2025,6344350,6750826,6540502.7309417045
Reekado Banks,Soundcloud_followers_daily,200,1/1/2024,12/31/2025,6648,7598,6998.81
Reekado Banks,Spotify_followers_daily,727,1/1/2024,12/31/2025,722129,1092995,888869.1237964237
Reekado Banks,Spotify_monthly_listeners_daily,545,1/1/2024,9/30/2025,661885,1093783,845174.2715596331
Reekado Banks,TikTok_followers_daily,582,2/28/2024,12/31/2025,110000,171232,140987.60481099656
Reekado Banks,TikTok_likes_daily,583,2/28/2024,12/31/2025,487400,1241177,749374.255574614
Reekado Banks,Twitter_followers_daily,508,3/12/2024,12/31/2025,2181630,2204412,2190390.003937008
Reekado Banks,Wikipedia_views_daily,718,1/1/2024,12/31/2025,20,318,60.57381615598886
Reekado Banks,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,454000,523412,487850.2462173315
Reminisce,Instagram_followers_daily,274,1/1/2024,12/26/2025,2077489,2338448,2240566.9343065694
Reminisce,Spotify_followers_daily,636,1/1/2024,12/31/2025,225019,310765,272471.65880503145
Reminisce,Spotify_monthly_listeners_daily,635,1/1/2024,12/31/2025,209616,657299,307787.37322834646
Reminisce,Wikipedia_views_daily,717,1/1/2024,12/31/2025,10,64,26.383542538354252
Reminisce,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,72100,79006,75572.03438789546
Ric Hassani,Bandsintown_followers_daily,522,1/1/2024,11/18/2025,0,5226,3219.7816091954023
Ric Hassani,Instagram_followers_daily,669,1/1/2024,12/31/2025,886003,1002431,957977.8295964126
Ric Hassani,Soundcloud_followers_daily,597,1/1/2024,12/31/2025,9313,10837,10125.938023450586
Ric Hassani,Spotify_followers_daily,727,1/1/2024,12/31/2025,136303,177566,162049.99587345254
Ric Hassani,Spotify_monthly_listeners_daily,544,1/1/2024,9/30/2025,473012,904819,594401.8345588235
Ric Hassani,TikTok_followers_daily,379,12/18/2024,12/31/2025,27200,53910,42406.76781002639
Ric Hassani,TikTok_likes_daily,288,12/18/2024,12/31/2025,142500,383420,272726.9791666667
Ric Hassani,Twitter_followers_daily,468,3/12/2024,12/11/2025,170557,173508,171778.72435897434
Ric Hassani,YouTube_subscribers_daily,379,12/18/2024,12/31/2025,692000,739933,718311.3562005277
Sarz,Instagram_followers_daily,667,1/1/2024,12/31/2025,437415,490508,464717.1544227886
Sarz,Soundcloud_followers_daily,199,1/1/2024,12/31/2025,8521,10210,9072.909547738693
Sarz,Spotify_followers_daily,727,1/1/2024,12/31/2025,230072,681497,416262.10729023383
Sarz,Spotify_monthly_listeners_daily,452,1/1/2024,3/31/2025,3382663,4674749,4082116.207964602
Sarz,TikTok_followers_daily,727,1/1/2024,12/31/2025,96200,165800,127885.31224209079
Sarz,TikTok_likes_daily,727,1/1/2024,12/31/2025,117000,1262162,429610
Sarz,Twitter_followers_daily,471,3/12/2024,10/9/2025,661762,681370,669623.8067940552
Sarz,Wikipedia_views_daily,727,1/1/2024,12/31/2025,20,479,63.80055020632737
Sarz,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,65500,128529,90026.52682255846
Sauce Kid,Spotify_followers_daily,727,1/1/2024,12/31/2025,25581,28079,27439.10729023384
Sauce Kid,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,3466,7548,5261.898211829436
Sauce Kid,YouTube_subscribers_daily,719,1/1/2024,12/31/2025,1850,1870,1862.1974965229485
Sean Tizzle,Instagram_followers_daily,237,1/5/2024,12/31/2025,1152634,1255170,1222538.1898734176
Sean Tizzle,Soundcloud_followers_daily,516,1/1/2024,12/31/2025,1649,1810,1735.5813953488373
Sean Tizzle,Spotify_followers_daily,640,4/1/2024,12/31/2025,103833,149472,126669.0406
Sean Tizzle,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,102903,167945,147203.6781292985
Sean Tizzle,Wikipedia_views_daily,685,1/1/2024,12/31/2025,8,114,21.77080291970803
Sean Tizzle,YouTube_subscribers_daily,662,1/1/2024,12/31/2025,27300,66381,49399.36102719033
Seyi Shay,Instagram_followers_daily,668,1/1/2024,12/31/2025,981895,1081837,1022691.254491018
Seyi Shay,Soundcloud_followers_daily,479,1/1/2024,12/31/2025,1977,1988,1982.528183716075
Seyi Shay,Spotify_followers_daily,640,4/1/2024,12/31/2025,108386,125835,121522.5922
Seyi Shay,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,75329,154035,103460.33287482806
Seyi Shay,TikTok_followers_daily,727,1/1/2024,12/31/2025,97900,113072,105661.03163686383
Seyi Shay,TikTok_likes_daily,727,1/1/2024,12/31/2025,44400,155900,85458.15955983494
Seyi Shay,Twitter_followers_daily,517,3/12/2024,12/31/2025,413916,451395,439016.4352030948
Seyi Shay,Wikipedia_views_daily,722,1/1/2024,12/31/2025,24,594,69.8781163434903
Seyi Shay,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,134000,145000,139630.59972489683
Show Dem Camp,Instagram_followers_daily,668,1/1/2024,12/31/2025,71354,78247,75135.42664670659
Show Dem Camp,Soundcloud_followers_daily,635,1/1/2024,12/31/2025,5337,5707,5519.565354330709
Show Dem Camp,Spotify_followers_daily,727,1/1/2024,12/31/2025,159461,187067,173012.01788170563
Show Dem Camp,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,444556,859799,514271.310866575
Show Dem Camp,Twitter_followers_daily,510,3/12/2024,12/31/2025,45019,47183,45901.24117647059
Show Dem Camp,Wikipedia_views_daily,679,1/2/2024,12/31/2025,1,21,3.8910162002945508
Show Dem Camp,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,12626,12900,12761.536451169188
Skiibii,Instagram_followers_daily,668,1/1/2024,12/31/2025,3637575,4113792,3902061.0538922157
Skiibii,Soundcloud_followers_daily,208,1/1/2024,12/31/2025,1470,1743,1560.5721153846155
Skiibii,Spotify_followers_daily,640,4/1/2024,12/31/2025,449368,711216,565500.5859
Skiibii,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,693828,899224,791707.1100412655
Skiibii,TikTok_followers_daily,727,1/1/2024,12/31/2025,271800,313400,299846.07840440166
Skiibii,TikTok_likes_daily,635,1/1/2024,12/31/2025,1000000,1844737,1393902.9070866143
Skiibii,Twitter_followers_daily,505,3/12/2024,12/31/2025,242943,248187,245655.9702970297
Skiibii,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,307000,341048,324870.3755158184
Small Doctor,Spotify_followers_daily,727,1/1/2024,12/31/2025,86898,143659,124849.83493810179
Small Doctor,Spotify_monthly_listeners_daily,635,1/1/2024,9/30/2025,32319,54744,43243.77637795276
Small Doctor,Twitter_followers_daily,1,4/12/2024,4/12/2024,237449,237449,237449
Small Doctor,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,28600,31367,29827.95460797799
Solidstar,Instagram_followers_daily,262,1/1/2024,12/14/2025,1206273,1270423,1237029.1335877862
Solidstar,Spotify_followers_daily,727,1/1/2024,12/31/2025,104965,137626,125958.77716643742
Solidstar,Spotify_monthly_listeners_daily,635,1/1/2024,9/30/2025,49926,90481,68316.93228346457
Sound Sultan,Instagram_followers_daily,239,1/5/2024,6/12/2025,1045759,1108930,1082118.4058577407
Sound Sultan,Soundcloud_followers_daily,372,1/1/2024,12/31/2025,94,96,94.1747311827957
Sound Sultan,Spotify_followers_daily,727,1/1/2024,12/31/2025,71970,98004,86643.36176066025
Sound Sultan,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,32336,83076,49761.41678129299
Sound Sultan,Wikipedia_views_daily,724,1/1/2024,12/31/2025,16,248,51.87292817679558
Sound Sultan,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,16200,18106,17158.679504814307
Tay Iwar,Bandsintown_followers_daily,200,11/21/2024,11/17/2025,0,4778,3606.43
Tay Iwar,Instagram_followers_daily,669,1/1/2024,12/31/2025,70767,82335,74653.80119581465
Tay Iwar,Soundcloud_followers_daily,695,1/1/2024,12/30/2025,10015,10499,10244.125179856115
Tay Iwar,Spotify_followers_daily,727,1/1/2024,12/31/2025,62270,97307,76521.2090784044
Tay Iwar,Spotify_monthly_listeners_daily,545,1/1/2024,12/31/2025,727152,1100758,878679.8697247707
Tay Iwar,TikTok_followers_daily,634,1/1/2024,9/30/2025,2079,2780,2299.9211356466876
Tay Iwar,TikTok_likes_daily,725,1/1/2024,12/31/2025,9044,25545,11136.04275862069
Tay Iwar,Twitter_followers_daily,409,3/12/2024,12/31/2025,37407,41435,39868.833740831295
Tay Iwar,Wikipedia_views_daily,725,1/1/2024,12/31/2025,7,159,30.766896551724138
Tay Iwar,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,9180,28329,15754.323246217331
Tempoe,Instagram_followers_daily,15,6/19/2025,12/28/2025,60158,63134,61520.8
Tempoe,Spotify_followers_daily,640,4/1/2024,12/31/2025,23642,169282,91350.47031
Tempoe,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,3147411,7348533,4977279.463548831
Terri,Instagram_followers_daily,668,1/1/2024,12/31/2025,536976,649895,599119
Terri,Soundcloud_followers_daily,619,1/1/2024,12/31/2025,683,701,692.8029079159935
Terri,Spotify_followers_daily,727,1/1/2024,12/31/2025,76452,104594,96249.45392022008
Terri,Spotify_monthly_listeners_daily,635,1/1/2024,9/30/2025,107454,194171,124198.02519685039
Terri,TikTok_followers_daily,668,2/28/2024,12/31/2025,8,10,8.925149700598803
Terri,TikTok_likes_daily,668,2/28/2024,12/31/2025,1,1,1
Terri,YouTube_subscribers_daily,726,1/1/2024,12/31/2025,84800,87995,86663.3870523416
Terry Apala,Instagram_followers_daily,4,6/17/2025,12/14/2025,334590,340622,337842.5
Terry Apala,Soundcloud_followers_daily,224,6/18/2024,12/31/2025,705,762,720.7098214285714
Terry Apala,Spotify_followers_daily,727,1/1/2024,12/31/2025,50435,108891,77253.50894085281
Terry Apala,Spotify_monthly_listeners_daily,636,1/1/2024,12/31/2025,38583,280086,166051.5927672956
Terry Apala,TikTok_followers_daily,454,10/4/2024,12/31/2025,35900,54586,45949.594713656385
Terry Apala,TikTok_likes_daily,363,10/4/2024,12/31/2025,280900,414791,349912.3746556474
Terry Apala,Wikipedia_views_daily,731,1/1/2024,12/31/2025,10,1167,47.25170998632011
Terry Apala,YouTube_subscribers_daily,561,6/19/2024,12/31/2025,6020,6480,6361.317290552584
Vector,Bandsintown_followers_daily,362,6/10/2024,11/15/2025,0,870,467.5110497237569
Vector,Instagram_followers_daily,666,1/1/2024,12/31/2025,1331345,1461372,1397427.3918918918
Vector,Soundcloud_followers_daily,501,1/1/2024,12/31/2025,2731,2785,2753.818363273453
Vector,Spotify_followers_daily,636,1/1/2024,12/31/2025,140127,324774,231875.49842767295
Vector,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,282789,757513,477618.3342503439
Vector,TikTok_followers_daily,608,5/3/2024,12/31/2025,17200,31382,24207.845394736843
Vector,TikTok_likes_daily,608,5/3/2024,12/31/2025,20400,247682,93167.77796052632
Vector,Twitter_followers_daily,549,3/12/2024,12/31/2025,444715,450771,448472.189435337
Vector,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,64000,74163,69920.7991746905
Waje,Instagram_followers_daily,253,1/1/2024,12/17/2025,1496841,1553939,1527616.3438735178
Waje,Spotify_followers_daily,549,7/1/2024,12/31/2025,70617,74393,73577.67030965391
Waje,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,16848,64591,36704.646492434666
Waje,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,48600,51931,49864.048143053646
WurlD,Bandsintown_followers_daily,210,11/22/2024,11/17/2025,0,2927,2163.266666666667
WurlD,Instagram_followers_daily,665,1/1/2024,12/31/2025,337615,395349,364797.55488721805
WurlD,Soundcloud_followers_daily,453,1/1/2024,12/31/2025,4420,4568,4499.267108167771
WurlD,Spotify_followers_daily,640,4/1/2024,12/31/2025,205192,249261,231562.2781
WurlD,Spotify_monthly_listeners_daily,727,1/1/2024,12/31/2025,265878,922937,411174.1141678129
WurlD,TikTok_followers_daily,636,1/1/2024,12/31/2025,15000,44900,27422.767295597485
WurlD,TikTok_likes_daily,727,1/1/2024,12/31/2025,58400,2438597,786691.6506189822
WurlD,Twitter_followers_daily,529,3/12/2024,12/31/2025,367555,380166,371508.9697542533
WurlD,Wikipedia_views_daily,714,1/1/2024,12/31/2025,4,213,20.935574229691877
WurlD,YouTube_subscribers_daily,727,1/1/2024,12/31/2025,40300,43415,41982.188445667125
Yung6ix,Instagram_followers_daily,256,1/1/2024,11/3/2025,1940005,2162166,2085947.2109375
Yung6ix,Soundcloud_followers_daily,1,7/25/2024,7/25/2024,1786,1786,1786
Yung6ix,Spotify_followers_daily,636,1/1/2024,12/31/2025,89057,114701,106870.82547169812
Yung6ix,Spotify_monthly_listeners_daily,546,1/1/2024,12/31/2025,62404,148431,98703.9249084249
Yung6ix,Wikipedia_views_daily,731,1/1/2024,12/31/2025,7,216,25.87824897400821
Yung6ix,YouTube_subscribers_daily,675,1/1/2024,12/31/2025,286,308,300.12148148148145
