artist_name,soundcharts_uuid,country,career_stage,growth_level,genres,songs,albums,chart_entries,playlist_entries,events,radio_stations_monitored,platform_identifiers
Solidstar,11e83fe0-0bd3-02b0-87d2-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,400,102,0,401,0,215,29
Oritsefemi,11e83fe0-0d23-3428-8a15-aa1c026db3d8,NG,long_tail,average_growth,traditional,49,10,0,22,0,24,10
Waje,11e83fe0-0ed9-4abe-bd27-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; r&b; ska; traditional,212,57,1,400,13,237,29
Douyé,11e83fe0-2d0d-91fc-a79a-aa1c026db3d8,US,long_tail,average_growth,jazz,96,9,0,60,29,76,24
General Pype,11e83fe0-2f19-7b5a-b73b-aa1c026db3d8,NG,long_tail,average_growth,pop; ska,84,30,0,383,0,73,28
DJ Neptune,11e83fe0-3869-816e-b026-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,261,110,22,410,37,668,38
Tim Godfrey,11e83fe0-3cd2-abfe-a357-aa1c026db3d8,NG,mainstream,average_growth,religious,400,136,70,406,1,426,41
Zlatan,11e83fe0-3cd7-d444-8ada-aa1c026db3d8,NG,superstar,average_growth,electro; hip hop; pop; ska; traditional,400,196,163,571,25,1061,45
KWAM 1,11e83fe0-3dd0-723e-9d72-aa1c026db3d8,,long_tail,average_growth,ska; traditional,14,7,0,23,0,2,15
May D,11e83fe0-4951-99d0-b26a-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; ska; traditional,334,79,0,403,3,559,37
Kcee,11e83fe0-4b98-1ffc-848c-aa1c026db3d8,NG,mainstream,average_growth,hip hop; pop; ska; traditional,400,132,9,423,26,785,43
Yinka Ayefele,11e83fe0-4dd6-7994-817e-a0369fe50396,NG,mid_level,average_growth,pop; ska; traditional,318,169,1,400,0,65,29
Orezi,11e83fe0-4e89-5dde-b83b-aa1c026db3d8,NG,mid_level,average_growth,electro; hip hop; pop; religious; ska; traditional,357,108,7,407,3,234,36
Niyola,11e83fe0-5af9-066e-bb02-a0369fe50396,NG,long_tail,average_growth,electro; pop; r&b; ska; traditional,116,23,0,400,0,69,27
Omawumi,11e83fe0-64e2-17e2-a092-a0369fe50396,NG,mid_level,average_growth,electro; pop; ska; traditional,139,52,1,400,0,230,28
D'Prince,11e83fe0-8fbc-13b4-8fbc-aa1c026db3d8,NG,long_tail,average_growth,pop; traditional,109,29,3,403,0,252,26
Eldee,11e83fe0-90a8-92fc-8b81-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop; pop; ska; traditional,126,16,0,400,4,102,30
Duncan Mighty,11e83fe0-9794-2bf8-b680-aa1c026db3d8,NG,mid_level,average_growth,electro; hip hop; pop; ska; traditional,400,77,32,425,5,438,33
Reminisce,11e83fe0-a072-2798-bce7-aa1c026db3d8,NG,mainstream,average_growth,electro; hip hop; pop; religious; traditional,400,131,1,422,56,342,40
Da Grin,11e83fe0-d0bc-8b1e-ac4a-aa1c026db3d8,NG,long_tail,average_growth,hip hop,63,10,0,129,0,30,11
Oliver De Coque,11e83fe0-e3c1-d340-9c7f-aa1c026db3d8,NG,mid_level,average_growth,traditional,71,19,0,347,0,39,24
Illbliss,11e83fe0-e3c9-5aa2-bb73-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop; pop; ska; traditional,266,38,1,400,0,138,33
Falz,11e83fe0-e52a-77fa-af82-aa1c026db3d8,NG,mainstream,average_growth,alternative; electro; hip hop; pop; ska; traditional,400,169,6,494,29,855,38
Sean Tizzle,11e83fe0-f3cf-b8ce-8676-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; religious; ska; traditional,363,107,2,403,5,211,30
Blessing Offor,11e83fe1-032d-5cfe-a48c-aa1c026db3d8,NG,mid_level,average_growth,pop; religious,137,62,6,527,200,384,40
Jaywon,11e83fe1-0b54-daf6-950a-aa1c026db3d8,NG,mid_level,average_growth,electro; hip hop; pop; religious; ska; traditional,331,112,2,401,0,135,31
Wasiu Alabi Pasuma,11e83fe1-2261-b8a4-98c4-aa1c026db3d8,NG,long_tail,average_growth,traditional,22,13,0,20,0,3,10
Praiz,11e83fe1-242a-2ab8-8591-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; r&b; traditional,216,67,2,402,3,283,34
DJ Spinall,11e83fe1-2cd5-afde-97dd-aa1c026db3d8,NG,long_tail,average_growth,,91,10,0,200,0,52,2
M.I. Abaga,11e83fe1-56b0-dffe-9f76-a0369fe50396,NG,mid_level,average_growth,alternative; electro; hip hop; pop; traditional,329,56,6,404,3,422,42
Blackmagic,11e83fe1-61f8-a43c-8020-aa1c026db3d8,NG,mid_level,average_growth,alternative; electro; pop; r&b; religious; rock; traditional,174,32,0,401,0,199,33
Lara George,11e83fe1-62bf-8886-89da-aa1c026db3d8,NG,mid_level,average_growth,pop; religious,156,21,5,401,0,83,31
Modenine,11e83fe1-64ec-c2ae-a648-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop,400,47,0,163,0,111,27
Onyeka Onwenu,11e83fe1-68af-7238-9f20-aa1c026db3d8,NG,mid_level,average_growth,pop; traditional,143,23,2,356,0,100,31
Ajebutter22,11e83fe1-7743-6ce6-a586-aa1c026db3d8,NG,mid_level,decline,alternative; electro; hip hop; pop; r&b; ska; soul; traditional,142,60,3,424,15,317,32
Kefee,11e83fe1-8486-e2de-9813-aa1c026db3d8,,long_tail,average_growth,hip hop; pop; religious; ska; traditional,400,59,0,355,0,77,26
Timi Dakolo,11e83fe1-8aa4-24f6-8291-a0369fe50396,NG,mid_level,average_growth,pop; r&b; religious; ska; soul; traditional,73,22,16,406,2,361,35
Tomi Thomas,11e83fe1-8cbe-8fc4-a573-aa1c026db3d8,US,long_tail,average_growth,alternative; electro; pop; r&b; soul; traditional,121,41,1,406,4,198,28
Lord of Ajasa,11e83fe1-9487-a772-9358-a0369fe50396,NG,long_tail,average_growth,hip hop; traditional,337,26,0,288,0,55,28
Kida Kudz,11e83fe1-9d19-f8a4-9030-aa1c026db3d8,GB,mid_level,decline,alternative; electro; hip hop; pop,162,81,1,452,28,707,40
Boj,11e83fe1-9f7d-e4f2-87f0-a0369fe50396,NG,mid_level,decline,alternative; electro; hip hop; pop; r&b; ska; soul; traditional,277,90,24,528,19,687,41
May7ven,11e83fe1-b044-1f04-b54b-a0369fe50396,GB,long_tail,average_growth,electro; hip hop; ska; traditional,32,10,0,59,4,22,22
Paul Play Dairo,11e83fe1-bc6a-09ec-8f11-aa1c026db3d8,,long_tail,average_growth,r&b,26,3,0,38,0,73,17
K1 De Ultimate,11e83fe1-bf74-910c-9554-aa1c026db3d8,NG,mainstream,average_growth,electro; pop; traditional,400,400,0,404,9,75,27
Daddy Showkey,11e83fe1-c610-6d88-a4f1-aa1c026db3d8,NG,long_tail,average_growth,ska; traditional,27,8,0,269,0,50,23
Sammie Okposo,11e83fe1-fa5b-e8ba-b3ab-aa1c026db3d8,NG,long_tail,average_growth,religious; traditional,178,45,0,401,0,113,28
Skiibii,11e83fe2-1ca0-e448-be29-a0369fe50396,NG,mainstream,average_growth,electro; pop; religious; traditional,335,89,24,405,4,554,30
Tjan,11e83fe2-1e56-5b38-893d-aa1c026db3d8,NG,long_tail,average_growth,r&b; traditional,94,20,1,401,0,64,29
Slowdog,11e83fe2-3f23-1f90-b914-aa1c026db3d8,NG,long_tail,average_growth,hip hop; traditional,148,59,0,38,0,63,20
CDQ,11e83fe2-3f9a-9fc0-8f52-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; religious; traditional,369,124,1,420,0,247,32
Nazir M. Ahmad,11e83fe2-5799-12a0-b1ed-aa1c026db3d8,NG,long_tail,average_growth,blues; pop,70,8,126,15,0,18,14
Mike Abdul,11e83fe2-6a71-51c6-a8e0-aa1c026db3d8,NG,mid_level,average_growth,religious,400,151,4,356,1,135,32
Chinko Ekun,11e83fe2-8d87-6c86-83b1-aa1c026db3d8,NG,mid_level,average_growth,electro; funk; hip hop; pop; religious; traditional,165,54,0,400,0,182,23
Nathaniel Bassey,11e83fe2-8fec-c480-ab08-aa1c026db3d8,NG,superstar,average_growth,religious,400,120,228,414,22,397,43
Tope Alabi,11e83fe2-9ade-219a-840b-aa1c026db3d8,NG,mainstream,average_growth,pop; religious; ska; traditional,321,64,13,405,8,128,30
Waconzy,11e83fe2-a368-a966-acbb-aa1c026db3d8,NG,long_tail,average_growth,electro; pop; ska; traditional,400,219,6,202,0,106,31
Midnight Crew,11e83fe2-a3ae-c7ac-b185-a0369fe50396,NG,mid_level,average_growth,religious,178,21,0,200,0,135,26
A-Q,11e83fe2-c83a-d778-9cf1-aa1c026db3d8,NG,long_tail,average_growth,alternative; hip hop,157,28,0,402,0,148,27
Niniola,11e83fe2-d671-ff6a-aea5-aa1c026db3d8,NG,mid_level,decline,edm; electro; hip hop; pop; traditional,275,81,17,447,13,1090,43
Samsong,11e83fe2-dba2-a426-b8ba-aa1c026db3d8,NG,mid_level,average_growth,religious,263,83,0,400,0,277,28
Nura M Inuwa,11e83fe2-f4ff-0fe0-b501-a0369fe50396,NG,long_tail,average_growth,traditional,400,112,1,21,0,34,32
Remi Aluko,11e83fe3-2853-1472-971a-aa1c026db3d8,,long_tail,average_growth,traditional,34,14,2,188,0,7,15
Sarz,11e83fe3-41a0-29c4-a682-aa1c026db3d8,NG,mainstream,average_growth,alternative; edm; electro; hip hop; pop; r&b; ska; traditional,400,58,73,585,34,1670,35
Erigga,11e83fe3-6f12-9126-a1c8-a0369fe50396,NG,mid_level,average_growth,hip hop; pop,400,106,2,401,5,119,35
Darey,11e83fe3-9279-0884-b06a-aa1c026db3d8,NG,mid_level,average_growth,pop; r&b; religious; ska,120,30,0,400,0,185,36
Pepenazi,11e83fe3-b5b3-ceba-b7e4-aa1c026db3d8,NG,long_tail,average_growth,electro; traditional,122,42,1,355,0,71,24
Ikechukwu,11e83fe3-dfc1-46c4-b8fc-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop; ska; traditional,175,28,0,400,1,104,28
Plantashun Boiz,11e83fe3-e42d-b030-83dd-a0369fe50396,NG,long_tail,average_growth,hip hop; r&b; ska,138,38,0,257,0,57,28
Amarachi,11e83fe4-16d5-ac90-80e2-a0369fe50396,NG,long_tail,average_growth,pop,25,12,0,20,0,3,21
Tony Tetuila,11e83fe4-2cc7-7506-9afa-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; ska; traditional,38,6,0,400,0,143,22
Kelly Handsome,11e83fe4-57d9-5f48-b7eb-aa1c026db3d8,,long_tail,average_growth,pop; ska,33,2,0,27,0,11,9
Orits Williki,11e83fe4-71ab-517e-9867-aa1c026db3d8,,long_tail,average_growth,reggae; traditional,104,18,0,70,0,46,13
Small Doctor,11e83fe4-78c4-0960-8e65-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; religious; traditional,268,59,1,401,0,191,35
Sade Adu,11e83fe4-be00-f254-a77f-aa1c026db3d8,GB,long_tail,decline,electro,24,4,1,424,13,949,22
Dele Ojo,11e83fe4-c7ea-1a20-8f8d-a0369fe50396,US,long_tail,average_growth,funk; latin; traditional,107,9,0,53,0,2,11
DJ Baddo,11e83fe4-e29c-688c-bdd0-aa1c026db3d8,NG,long_tail,average_growth,electro,198,178,0,96,0,408,22
KC Presh,11e83fe4-f40f-eeae-a5e1-a0369fe50396,,long_tail,average_growth,religious,23,2,0,20,0,23,15
Magníto,11e83fe5-40d5-365e-8e7c-aa1c026db3d8,,long_tail,average_growth,edm; electro; hip hop; pop,400,148,0,402,0,259,28
Sonnie Badu,11e83fe5-9532-9cf0-bc9d-a0369fe50396,GH,long_tail,average_growth,religious,129,44,19,402,5,195,33
Mairo Ese,11e83fe5-ac5b-96ac-80c6-a0369fe50396,NG,long_tail,average_growth,religious,53,15,2,400,0,56,21
Femi Leye,11e83fe5-c9ce-9392-bb80-a0369fe50396,NG,long_tail,average_growth,traditional,150,43,0,21,0,28,14
Wani,11e83fe5-e615-71e2-97cf-aa1c026db3d8,NG,long_tail,average_growth,alternative; electro; hip hop; pop; r&b; soul; traditional,55,20,0,401,0,119,21
Koker,11e83fe5-f36c-c156-b965-aa1c026db3d8,NG,long_tail,average_growth,electro; pop; traditional,100,20,0,400,0,91,22
Nonso Amadi,11e83fe5-f9e3-6198-b06b-aa1c026db3d8,CA,mid_level,average_growth,alternative; electro; pop; r&b; soul; traditional,166,80,9,548,56,576,36
Abass Akande Obesere,11e83fe6-1523-ba52-8d82-a0369fe50396,,long_tail,average_growth,traditional,9,7,0,174,0,0,10
Chris Delvan Gwamna,11e83fe6-184e-f764-8b60-a0369fe50396,NG,long_tail,average_growth,religious; traditional,68,7,4,20,0,4,16
Lady Donli,11e83fe6-189b-4d30-b6d4-aa1c026db3d8,NG,mid_level,decline,alternative; pop; r&b; traditional,139,49,0,507,46,535,33
Johnny Drille,11e83fe6-226c-8e46-bf3a-aa1c026db3d8,NG,mainstream,average_growth,alternative; electro; pop; r&b; soul; traditional,214,99,84,465,30,495,36
Gabriel Afolayan,11e83fe6-2de0-edbc-aeb9-aa1c026db3d8,NG,long_tail,average_growth,electro; r&b,131,31,0,175,0,15,21
Peacocks Guitar Band International,11e83fe6-371c-d99a-b2f9-a0369fe50396,,long_tail,average_growth,traditional,61,7,0,256,0,4,10
Dan Maraya,11e83fe6-389b-0544-bf46-aa1c026db3d8,NG,long_tail,average_growth,traditional,17,5,0,1,0,4,11
Musa Dankwairo,11e83fe6-38a2-e390-abd1-aa1c026db3d8,NG,long_tail,average_growth,traditional,87,13,0,2,0,8,11
Aramide,11e83fe6-4669-7e4e-bbf4-a0369fe50396,NG,long_tail,average_growth,electro; traditional,87,43,0,359,5,73,29
Obesere,11e83fe6-622e-10e0-8124-a0369fe50396,NG,long_tail,average_growth,traditional,400,128,1,371,0,34,31
Loose Kaynon,11e83fe6-6900-26f6-abf5-a0369fe50396,NG,long_tail,average_growth,hip hop,53,7,0,89,0,54,23
Saeon,11e83fe6-6b2d-c898-b105-a0369fe50396,,long_tail,average_growth,electro; traditional,30,10,0,354,0,52,16
DJ Enimoney,11e83fe6-6fe2-fc46-88a8-a0369fe50396,NG,long_tail,average_growth,electro; hip hop; pop; traditional,45,24,0,403,6,188,23
Odunsi (The Engine),11e83fe6-831b-0934-b352-a0369fe50396,NG,mid_level,decline,alternative; electro; hip hop; pop; r&b; soul; traditional,198,55,9,513,18,516,43
2Baba,11e83fe6-991f-e24a-85c4-a0369fe50396,NG,mainstream,average_growth,electro; hip hop; pop; ska; traditional,400,100,234,416,24,456,42
Ola Dips,11e83fe6-af50-f798-9176-aa1c026db3d8,,long_tail,average_growth,traditional,52,21,0,83,0,93,18
TY Bello,11e83fe6-c002-bc52-b59c-aa1c026db3d8,NG,mid_level,average_growth,religious,400,394,11,406,0,185,36
Tomi Favored,11e83fe6-cf2e-716c-96ba-aa1c026db3d8,US,long_tail,average_growth,religious,248,118,1,163,29,59,30
Deezell,11e83fe6-dad1-b164-a44c-aa1c026db3d8,US,long_tail,average_growth,hip hop,53,50,0,165,0,10,21
Pasuma,11e83fe6-f10d-56ae-af16-a0369fe50396,NG,mid_level,average_growth,electro; latin; traditional,400,183,0,355,0,113,27
LKT,11e83fe7-0693-da84-8fe0-aa1c026db3d8,NG,long_tail,average_growth,edm; electro; hip hop; traditional,200,38,0,137,0,64,26
OJB Jezreel,11e83fe7-0d78-4588-a42d-a0369fe50396,,long_tail,average_growth,traditional,300,11,0,33,0,37,17
Mz Kiss,11e83fe7-0ea3-2d24-a46e-aa1c026db3d8,NG,long_tail,average_growth,edm; electro; hip hop; traditional,86,29,0,62,0,73,25
DJ Big N,11e83fe7-1c60-048c-a601-aa1c026db3d8,NG,mid_level,average_growth,electro; pop; traditional,41,33,0,403,0,155,29
Dremo,11e83fe7-2406-7860-a473-aa1c026db3d8,NG,mainstream,average_growth,electro; hip hop; pop; traditional,390,100,6,411,8,292,35
Tunde King,11e83fe7-263e-aa3a-b7eb-a0369fe50396,NG,long_tail,average_growth,traditional,3,0,0,12,0,7,5
Kola Ogunkoya,11e83fe7-2653-7a3c-bca0-aa1c026db3d8,US,long_tail,average_growth,electro; jazz; religious; traditional,240,80,0,75,0,31,21
Mayorkun,11e83fe7-2879-668c-bd4f-aa1c026db3d8,NG,mainstream,decline,electro; hip hop; pop; ska; traditional,400,98,59,478,38,1030,39
Classiq,11e83fe7-3d89-36c4-b042-aa1c026db3d8,NG,long_tail,moderate_growth,hip hop,140,47,0,272,0,23,25
Preye Odede,11e83fe7-6894-11ae-b6bc-aa1c026db3d8,NG,mid_level,average_growth,religious,80,35,4,401,0,147,30
Bobby Benson,11e83fe7-779e-43cc-8ab1-aa1c026db3d8,NG,long_tail,average_growth,pop; traditional,4,0,1,249,0,64,9
Seyi Sodimu,11e83fe7-8a66-4266-852d-a0369fe50396,NG,long_tail,average_growth,traditional,27,7,0,191,0,44,20
Nissi,11e83fe7-c9cd-ec6a-b4c3-aa1c026db3d8,PR,long_tail,average_growth,alternative; electro; pop; r&b; soul; traditional,77,30,1,408,0,176,31
Terry Apala,11e83fe7-dbf6-6db8-8d80-aa1c026db3d8,NG,mid_level,average_growth,pop; traditional,385,136,10,402,0,169,26
Sunkanmi,11e83fe8-1380-3552-888c-a0369fe50396,NG,long_tail,average_growth,electro; pop,36,21,0,21,0,20,22
Teezee,11e83fe8-2b1e-f1f8-a58d-aa1c026db3d8,NG,long_tail,average_growth,alternative; electro; hip hop; r&b; soul; traditional,56,17,1,460,0,270,29
Oxlade,11e83fe8-3ab6-b934-a324-a0369fe50396,NG,mainstream,average_growth,alternative; electro; hip hop; pop; r&b; soul; traditional,400,133,36,703,46,1814,47
Lincoln,11e83fe8-8dda-08b4-84e1-a0369fe50396,US,long_tail,average_growth,alternative; pop; punk; ska,26,17,0,400,0,44,25
Nikki Laoye,11e83fe8-b454-c114-ae2e-a0369fe50396,NG,long_tail,average_growth,r&b; religious; soul,73,23,0,84,2,98,31
Ric Hassani,11e83fe8-f69b-3896-9a79-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; latin; pop; r&b; traditional,290,104,48,414,17,303,36
Spyro,11e83fe9-1ec3-8e86-a297-a0369fe50396,NG,mainstream,average_growth,alternative; electro; hip hop; pop; religious; traditional,205,90,5,417,0,438,31
Mr Raw,11e83fe9-520b-97ac-9723-aa1c026db3d8,NG,long_tail,average_growth,alternative; hip hop; pop; traditional,272,49,0,296,0,59,23
Joe Praize,11e83fe9-7283-6c9e-8423-aa1c026db3d8,,long_tail,average_growth,religious,48,6,3,194,0,82,11
BNXN,11e83fe9-d026-36d8-8f3f-aa1c026db3d8,NG,mainstream,average_growth,alternative; electro; hip hop; pop; r&b; religious; soul; traditional,400,96,197,687,22,1582,35
DRB Lasgidi,11e83fe9-d02e-ff16-8844-aa1c026db3d8,NG,long_tail,average_growth,alternative; electro; pop; r&b; soul; traditional,31,8,1,420,0,159,26
Sexy Steel,11e83fe9-fd1f-5fc0-843c-aa1c026db3d8,,long_tail,average_growth,electro; pop; traditional,12,8,0,37,0,13,17
Rymzo,11e83fea-18d6-c8c0-aa64-aa1c026db3d8,,long_tail,average_growth,reggae,88,5,0,8,0,17,14
Dunsin Oyekan,11e83fea-1f9c-4fb8-967b-a0369fe50396,NG,mainstream,average_growth,religious,299,64,184,412,17,209,32
Fiokee,11e83fea-517d-0b58-8ca2-a0369fe50396,NG,mid_level,average_growth,alternative; electro; pop; traditional,143,67,14,408,0,313,30
Jinmi Abduls,11e83fea-acc7-5ee6-9153-aa1c026db3d8,NG,long_tail,average_growth,alternative; electro; pop; r&b; soul; traditional,106,41,0,400,0,81,26
Tomi Agape,11e83fea-afd5-4bca-8b7f-aa1c026db3d8,GB,mid_level,decline,alternative; electro; pop; r&b; soul,36,19,0,401,8,267,29
Sasha P,11e83fea-f4ff-41f6-84a8-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop,55,12,0,233,0,12,22
Dencia,11e83feb-2b3b-e454-86b1-aa1c026db3d8,CM,long_tail,average_growth,electro; hip hop; pop; traditional,34,22,0,30,3,1,23
Moses Bliss,11e83feb-3bdf-ceb0-afda-aa1c026db3d8,NG,mainstream,average_growth,religious,165,98,162,408,5,251,31
Monica Ogah,11e83feb-7e8f-ada2-9485-a0369fe50396,NG,long_tail,average_growth,religious,32,21,0,31,0,25,22
Odeal,11e83feb-9e4b-c75c-b01f-a0369fe50396,GB,mainstream,decline,alternative; hip hop; pop; r&b,244,127,64,656,96,1142,45
Sean Dampte,11e83feb-e25e-6b3e-a86f-aa1c026db3d8,GB,long_tail,average_growth,electro; pop,198,130,3,200,6,49,31
Show Dem Camp,11e83fec-0262-8fc8-9c49-a0369fe50396,NG,mid_level,decline,alternative; electro; hip hop; pop; r&b; ska; soul; traditional,177,41,2,454,27,382,31
CKay,11e83fec-1580-802e-81df-aa1c026db3d8,NG,mainstream,average_growth,electro; pop; r&b; traditional,367,103,58,681,61,3349,57
Payper Corleone,11e83fec-2416-436c-a2e1-aa1c026db3d8,NG,long_tail,average_growth,electro; hip hop; pop; traditional,239,74,0,368,0,2161,28
Tay Iwar,11e83fec-3688-4298-b10b-a0369fe50396,NG,mid_level,decline,alternative; electro; hip hop; pop; r&b; soul; traditional,183,63,17,551,24,744,34
Dele Taiwo,11e83fec-3b54-407e-97f2-aa1c026db3d8,,long_tail,average_growth,electro; traditional,25,18,0,1,0,0,9
EmmaOMG,11e83fec-5294-a9b8-a1e1-a0369fe50396,NG,mid_level,average_growth,religious,254,156,36,401,0,56,19
DJ Caise,11e83fec-6148-bf30-9b53-aa1c026db3d8,,long_tail,average_growth,electro; hip hop; pop; traditional,5,4,0,19,0,6,10
T'neeya,11e83fec-7778-fd24-9223-a0369fe50396,CM,long_tail,average_growth,r&b; traditional,46,25,2,400,1,138,20
Limoblaze,11e83fec-7a65-1f04-a66d-a0369fe50396,NG,mid_level,average_growth,electro; hip hop; pop; r&b; religious,313,140,144,491,58,403,35
DJ Coublon,11e83fec-85af-49f2-8321-aa1c026db3d8,NG,long_tail,average_growth,electro; pop; traditional,20,16,0,137,0,43,22
Eben,11e83fec-8e41-1b5e-aeed-a0369fe50396,NG,mid_level,average_growth,pop; religious,156,49,18,406,0,230,19
Peruzzi,11e83fec-c2fa-43d4-9a80-aa1c026db3d8,NG,mainstream,average_growth,pop; ska; traditional,400,112,6,426,4,529,42
Prospa Ochimana,11e83fec-de7c-3ea0-b540-aa1c026db3d8,NG,mid_level,average_growth,religious,106,33,22,363,0,178,29
Johnny Crown,11e83fec-f89b-befa-b94f-aa1c026db3d8,US,long_tail,average_growth,hip hop,222,33,0,2,0,12,21
LADIPOE,11e83fed-0195-65ce-9525-aa1c026db3d8,NG,mainstream,average_growth,alternative; electro; pop; r&b; soul; traditional,195,79,8,483,13,667,35
Sunny Ade,11e83fed-0281-d36e-b49c-aa1c026db3d8,,long_tail,average_growth,,4,1,0,0,0,0,3
Folabi Nuel,11e83fed-3066-c1fe-bc1e-aa1c026db3d8,NG,mid_level,average_growth,religious,194,81,4,430,10,139,29
Sola Allyson,11e83fed-381a-64fa-ac54-a0369fe50396,NG,mainstream,average_growth,religious,131,43,7,344,1,60,29
DJ Shawn,11e83fed-3e08-d23e-a78b-aa1c026db3d8,NG,long_tail,average_growth,edm; electro; latin,34,30,0,393,0,65,19
Mr. P,11e83fed-5a39-524e-942b-aa1c026db3d8,NG,long_tail,average_growth,electro; pop; traditional,105,29,76,423,0,287,9
Victoria Orenze,11e83fed-620b-9eb4-ad65-a0369fe50396,NG,mainstream,average_growth,religious,160,64,72,400,1,157,32
Amaarae,11e83fed-8dd7-286a-83f4-a0369fe50396,GH,mainstream,decline,alternative; electro; others; pop; r&b,253,70,5,706,110,2271,52
Victor AD,11e83fed-b61d-254a-8715-aa1c026db3d8,NG,mainstream,average_growth,electro; pop; traditional,92,58,4,415,4,194,33
Slimcase,11e83fed-dd55-60d2-bf31-aa1c026db3d8,NG,mid_level,average_growth,electro; hip hop; pop; traditional,174,74,0,411,0,346,28
Mercy Chinwo,11e83fed-ef07-728e-ac9c-aa1c026db3d8,NG,mainstream,average_growth,religious,195,76,145,406,15,320,38
Deena Ade,11e83fed-f0b3-dc1c-a095-aa1c026db3d8,NG,long_tail,average_growth,alternative; r&b; soul,48,26,0,48,0,31,25
Tobi Ibitoye,11e83fed-fb4e-5328-abb4-aa1c026db3d8,NG,long_tail,average_growth,electro; pop,81,58,0,204,0,177,28
Gaise Baba,11e83fee-0550-3ce2-9eed-a0369fe50396,NG,long_tail,average_growth,religious,86,41,44,402,5,124,26
Kheengz,11e83fee-2b62-686a-8145-a0369fe50396,NG,long_tail,average_growth,hip hop,119,25,0,175,0,42,25
Larry Gaaga,11e83fee-2e8c-f352-ac1b-aa1c026db3d8,NG,mainstream,average_growth,electro; hip hop; pop; r&b; traditional,147,59,4,411,0,352,29
Bidemi Olaoba,11e83fee-32ae-4e04-8faf-a0369fe50396,NG,long_tail,average_growth,religious,118,70,6,400,0,51,28
Nonso Bassey,11e83fee-4233-99ba-84a5-aa1c026db3d8,NG,long_tail,average_growth,traditional,5,4,0,28,0,11,18
Darkoo,11e83fee-736a-5e06-aedf-a0369fe50396,GB,mid_level,average_growth,electro; hip hop,233,112,30,556,20,1239,50
Lekaa Beats,11e83fee-74a2-b156-8cbb-aa1c026db3d8,GB,long_tail,average_growth,alternative; electro; hip hop; pop; r&b; religious,35,22,7,429,0,296,21
Somadina,11e83fee-af4f-1858-8d6c-aa1c026db3d8,NG,long_tail,average_growth,alternative; r&b,51,32,1,421,2,89,28
Prettyboy D-O,11e83fee-c29b-6c9a-88c9-aa1c026db3d8,NG,long_tail,average_growth,alternative; electro; hip hop; pop; traditional,116,35,2,449,5,283,30
Okiemute,11e83fee-d196-0c50-bf54-a0369fe50396,NG,long_tail,average_growth,pop; r&b,19,10,0,209,0,42,20
Umar M Shareef,11e83fee-e00b-34d6-a7ef-a0369fe50396,NG,mid_level,average_growth,pop; r&b; traditional,201,34,2,50,0,48,25
Mega 99,11e83fee-e8bb-9576-b788-aa1c026db3d8,NG,long_tail,average_growth,religious; traditional,52,23,0,13,0,5,17
Obiwon,11e83fee-f230-7ef0-9fff-aa1c026db3d8,,long_tail,average_growth,r&b,25,2,0,13,0,15,11
Nimix,11e83fef-1115-56d8-b3b5-a0369fe50396,ZA,long_tail,average_growth,electro; pop; religious,110,39,0,279,0,76,25
Fela Sowande,11e8633d-566c-86ae-8e75-a0369fe50396,,long_tail,average_growth,classical,95,6,0,112,0,183,13
Projexx,11e88a9b-0e04-a25e-80b0-c81f66c9b203,JM,long_tail,decline,alternative; electro; hip hop; pop; r&b; reggae; ska; soul,146,59,122,485,6,627,38
Olakira,11e8aa02-78e4-3c8e-b8d9-525400009efb,NG,mid_level,average_growth,electro; pop,65,31,1,408,0,495,29
Barry Jhay,11e8aa02-e65d-4788-81f6-525400009efb,NG,mainstream,average_growth,electro; pop; religious; traditional,241,104,15,400,0,152,29
Broda Shaggi,11e8aa02-e790-5ba4-9ab6-525400009efb,NG,mid_level,average_growth,electro; pop; traditional,59,31,0,345,0,76,30
Blackface Naija,11e8aa03-0997-e672-96c1-525400009efb,NG,long_tail,average_growth,,1,1,0,0,0,0,3
T-Classic,11e8aa03-2f88-3da0-b98a-525400009efb,NG,mid_level,average_growth,pop; traditional,96,32,3,402,0,118,24
Tems,11e8aa04-ab2d-ccbc-9d98-525400009efb,NG,superstar,decline,alternative; electro; pop; r&b; traditional,212,45,614,1000,137,3556,57
Mr M & Revelation,11e8aa04-ed58-ee1e-8f43-525400009efb,NG,long_tail,average_growth,religious,183,188,5,200,0,59,17
