artist_name,soundcharts_uuid,country,career_stage,growth_level,genres,songs,albums,chart_entries,playlist_entries,events,radio_stations_monitored,platform_identifiers
TAR1Q,d78bfa38-0055-4f9b-84c5-9c796d382011,NG,long_tail,average_growth,alternative; electro; pop; r&b; soul; traditional,57,29,1,417,0,97,22
Adedoyin Oseni,d9be566d-3ec1-49f8-94e0-909f579764c5,NG,long_tail,average_growth,religious,23,19,0,4,0,1,19
Sonny Okosuns,d9bfcb7c-bc38-478a-a996-ca2566cd64e5,,long_tail,average_growth,traditional,19,3,0,5,0,11,1
Al’ameen,d9ec4ccd-34d0-4179-b155-925246f1e8e4,,long_tail,average_growth,,2,2,0,0,0,0,3
DOTTi The Deity,da36fac7-7e0b-4a3e-bd7a-2bcf32a77cc8,NG,long_tail,average_growth,electro; latin; r&b; soul,47,10,0,147,2,31,25
Olly Sholotan,dae08120-31ea-11e9-9809-549f35161576,US,long_tail,average_growth,electro; pop,45,29,0,22,0,0,26
Neeja,dc1ffae4-4fc7-453d-80d2-f491d9f1af1b,NG,mid_level,average_growth,r&b; religious,30,29,26,400,0,115,20
Portable,dd38b978-78e2-410c-a4eb-09ab5c78bbb6,NG,long_tail,average_growth,electro; traditional,26,5,0,12,0,6,3
JJC Skillz,de846278-7424-4822-86c9-d30602957b18,,long_tail,average_growth,electro,2,1,0,0,0,0,7
Louddaaa,df38e5f2-c0d8-4777-b6c5-1ac00868de55,NG,long_tail,average_growth,hip hop,2,1,0,30,0,2,16
Iseoluwa Abidemi,e0439de0-e14a-11e9-bc9c-549f35141000,,long_tail,average_growth,religious,10,3,0,1,0,9,10
Umu Obiligbo,e0df5ff0-0b67-11e9-8082-549f35161576,NG,long_tail,moderate_growth,pop; traditional,125,47,3,405,0,125,20
Ayeloyun,e0ea670a-eb93-461d-ae66-3f031a0e0ea9,,long_tail,average_growth,edm,9,3,0,0,0,0,8
DETO BLACK,e18ffab7-ac22-443e-ad29-ef19f7130f52,NG,long_tail,average_growth,alternative; hip hop,51,29,0,411,12,277,31
Kenny K'ore,e1b30c7e-c49f-11e8-8955-525400009efb,NG,long_tail,average_growth,religious,192,8,0,33,0,5,21
Famous Pluto,e2fb95f3-c818-4226-b0bc-a99944a5ef8c,NG,mid_level,average_growth,edm; electro; religious,32,18,19,430,0,70,14
Joeboy,e344e41a-d8e3-11e8-bc95-549f35161576,NG,superstar,average_growth,electro; hip hop; pop; traditional,400,129,74,597,50,2078,50
P2J,e370e07a-87f8-4b6f-91db-054b0c95972a,GB,long_tail,average_growth,country; electro; r&b; reggae,11,6,0,401,0,425,22
Patty Obasi,e499c3e4-4fda-4b6c-b0cd-74af7ca6f118,,long_tail,average_growth,,1,0,0,2,0,0,3
Ifé,e4a3a8b6-9015-11e9-983d-801844edfa71,JP,long_tail,average_growth,hip hop; j-pop; r&b,52,30,0,236,0,4,17
Mode 9,e62a850a-c5be-11e8-a6eb-549f35141000,,long_tail,average_growth,hip hop; ska,48,3,0,253,0,3,12
Zubi,e774e61e-548c-11e9-89ed-549f35141000,CA,mid_level,decline,pop; r&b; soul,162,132,2,407,3,274,30
Ndotz,e790d3de-6e53-11e9-ac0d-801844edfa71,GB,mid_level,average_growth,hip hop,59,45,49,472,0,211,33
Twins Affair,e79d19a3-ffc3-4c02-b549-e680386bdc20,,long_tail,,,1,1,0,1,0,0,2
ARTSALGHUL,e921db36-fb2d-4b59-a9d8-24997a764cc9,NG,long_tail,moderate_growth,hip hop,66,25,1,400,0,20,17
Teni,ea14144c-f8a4-11e8-b144-549f35141000,NG,mainstream,decline,electro; hip hop; pop; r&b,400,156,42,505,23,1054,57
Seyi Vibez,ec4d0e38-9a63-11e9-a0dd-801844edfa71,NG,superstar,average_growth,electro; hip hop; pop; r&b; religious; traditional,400,190,158,616,12,670,44
Fati Niger,ecde25ba-b7e8-4f99-a856-83efef3e8309,,long_tail,average_growth,,2,0,0,0,0,2,1
Plutomania,ed14e4b8-b4f6-4591-951b-c3b9e2281d6d,NG,long_tail,average_growth,,2,2,0,172,0,1,9
Zaylevelten,ed998e31-0821-4de6-9950-adebc00e7967,NG,long_tail,moderate_growth,electro; hip hop; traditional,103,25,25,410,0,22,21
Hotyce,edadad70-b8f8-11e8-8c47-525400009efb,NG,long_tail,average_growth,alternative; hip hop,118,24,0,219,0,18,25
Boy Muller,edcd90dc-5b72-4d5f-a1a3-a5ab07d47951,NG,mid_level,moderate_growth,edm; electro; religious,81,40,10,452,0,14,23
Yemzzy,edd4d5f0-abb2-47de-b68c-46146c02816d,NG,long_tail,average_growth,electro; traditional,36,21,0,0,0,3,15
JoBlaq,edd9ef5f-3969-4061-9c37-c0ccc6e4e0e7,NG,long_tail,average_growth,edm; electro; religious; traditional,26,20,0,287,0,22,20
Shina Peters,ee978719-a053-433e-b859-b6ea05210146,NG,long_tail,average_growth,traditional,5,1,0,0,0,2,5
Salim Smart,ef44278f-58f8-4afd-8c3f-e628af375931,NG,long_tail,average_growth,pop; r&b; ska; soul,140,110,0,40,0,20,25
Muma Gee,efdf9547-1189-498e-b36e-9fbfafeadf39,NG,long_tail,average_growth,latin; traditional,4,2,0,6,0,0,15
Minister GUC,f1383b90-339a-11ea-bc2c-549f35161576,NG,mainstream,average_growth,religious,125,50,54,400,0,164,29
Snatcha,f2049d38-cf83-11e8-8273-525400009efb,GB,long_tail,average_growth,hip hop; religious,64,28,0,39,4,32,20
JNR ELDER,f233467c-5282-46a1-bf71-03f5a749f365,NG,long_tail,average_growth,edm,6,6,0,41,0,2,12
Khaid,f24b2fd8-a778-47aa-a656-a3e9dd2daa6a,NG,mainstream,average_growth,electro; pop; r&b; soul; traditional,180,48,19,428,1,518,33
Kendickson,f39f7ebe-b8f5-11e8-8d7c-525400009efb,NG,long_tail,average_growth,edm; electro; pop; traditional,31,23,0,400,0,69,27
Makayla Malaka,f451e027-55cf-4030-b0e2-e83b6efd3f4a,NG,long_tail,average_growth,electro; kids,83,38,0,22,0,38,25
Bhadboi OML,f4aba615-6bcb-4bb7-8525-0bbfaaaf2311,NG,mid_level,average_growth,electro; hip hop; pop; religious,333,107,4,402,0,123,36
Al Xapo,f4d2cdbf-1b78-4ffd-aabd-fc9ae42e389f,ZA,long_tail,average_growth,edm; electro,231,87,122,473,0,343,25
Niphkeys,f61ac352-9f0d-4f2f-b712-3e2092899984,NG,mid_level,average_growth,electro; latin; pop; religious,80,27,0,400,0,85,25
Aminu Ladan,f64552d8-127d-11e9-b15f-549f35141000,NG,long_tail,average_growth,traditional,400,58,1,4,0,21,16
Taye Olusola,f6cbf050-e72d-4baf-a572-67e10a5ca4b0,,long_tail,,,2,0,0,0,0,0,1
Jahdiel,f6fef96a-b8f8-11e8-a523-525400009efb,NG,long_tail,average_growth,religious,82,19,0,40,0,46,21
Lojay,f8eb637c-c211-11e8-b77a-525400009efb,NG,mainstream,average_growth,electro; pop; traditional,341,61,66,558,45,1807,41
TUFF KING,f9e748bd-6852-430c-a4bd-138c9e088f5b,NG,long_tail,moderate_growth,electro,18,9,5,423,0,9,17
Theophilus Sunday,fba74cb5-fe55-4961-bd65-70e224e170f0,NG,mid_level,average_growth,religious,286,22,32,355,0,60,19
Asake,fbe8f070-b8f8-11e8-af3e-525400009efb,NG,superstar,average_growth,edm; electro; hip hop; pop; r&b; religious; traditional,400,100,378,792,62,1772,56
Zinoleesky,fcb44610-7ace-11e9-892e-801844edfa71,NG,long_tail,average_growth,electro; pop; religious; traditional,400,121,41,433,7,730,45
Charly Boy,fd2556e0-c613-11e8-9bd1-549f35141000,NG,long_tail,average_growth,pop,45,18,0,60,0,41,25
Kel-P,fd96d4c0-17fa-11ea-b52d-e4434b2a4898,NG,long_tail,average_growth,electro; hip hop,49,41,4,416,0,492,38
S.N.E,fdeebb06-7d0d-470f-9834-eb0b15295c84,ZA,long_tail,average_growth,edm; electro,37,17,75,424,0,549,15
Oluwatobi Oyero,fe1cec06-5611-46ea-b726-b54f0a6459ff,,long_tail,,religious,1,1,0,0,0,0,6
