period_label,platform,metric,city_name,region,value,artists
Q4_2022,Spotify,streaming_listeners,Umuahia,Abia,347.0,21
Q4_2022,Spotify,streaming_listeners,Ikole,Ekiti,293.0,12
Q4_2022,Spotify,streaming_listeners,Enugwu Ukwu,Anambra,256.0,10
Q4_2022,Spotify,streaming_listeners,Uyo,Akwa Ibom,205.0,23
Q4_2022,Spotify,streaming_listeners,Abeokuta,Ogun State,159.0,31
Q4_2022,Spotify,streaming_listeners,Owerri,Imo,116.0,20
Q4_2022,Spotify,streaming_listeners,Warri,Delta,93.0,10
Q4_2022,Spotify,streaming_listeners,Eleko,Lagos,51.0,10
Q4_2022,Spotify,streaming_listeners,Ebute-Lekki,Lagos,48.0,25
Q4_2022,Spotify,streaming_listeners,Yola,Adamawa,32.0,17
Q4_2022,Spotify,streaming_listeners,Offa,Kwara,24.0,16
Q4_2022,Spotify,streaming_listeners,Ijegun,Lagos,14.0,2
Q4_2022,Spotify,streaming_listeners,Ikorodu,Lagos,10.0,8
Q4_2022,Spotify,streaming_listeners,Ikoyi,Osun,6.0,6
Q4_2022,Spotify,streaming_listeners,Ifo,Ogun State,5.0,4
Q4_2022,Spotify,streaming_listeners,Lekki,Lagos,5.0,5
Q4_2022,Spotify,streaming_listeners,Bonny,Rivers,5.0,4
Q4_2022,Spotify,streaming_listeners,Omu-Aran,Kwara,5.0,5
Q4_2022,Spotify,streaming_listeners,Ungwan Masaka,KD,5.0,5
Q4_2022,Spotify,streaming_listeners,Asaba,Delta,5.0,4
Q4_2022,Spotify,streaming_listeners,Nnewi,Anambra,4.0,4
Q4_2022,Spotify,streaming_listeners,Sagamu,Ogun State,4.0,4
Q4_2022,Spotify,streaming_listeners,Sokoto,Sokoto,3.0,3
Q4_2022,Spotify,streaming_listeners,EgbedaKetu,OY,3.0,2
Q4_2022,Spotify,streaming_listeners,Oworonshoki,Lagos,3.0,3
Q4_2022,Spotify,streaming_listeners,Agbara,Ogun State,3.0,3
Q4_2022,Spotify,streaming_listeners,Eket,Akwa Ibom,3.0,1
Q4_2022,Spotify,streaming_listeners,Lokoja,Kogi,2.0,2
Q4_2022,Spotify,streaming_listeners,Minna,Niger,2.0,2
Q4_2022,Spotify,streaming_listeners,Oyo,Oyo,2.0,2
Q4_2022,Spotify,streaming_listeners,Epe,Lagos,2.0,2
Q4_2022,Spotify,streaming_listeners,Ikotun,Lagos,2.0,2
Q4_2022,Spotify,streaming_listeners,Iwo,Osun,2.0,2
Q4_2022,Spotify,streaming_listeners,Pakuro,Ogun State,2.0,2
Q4_2022,Spotify,streaming_listeners,Yenagoa,Bayelsa,2.0,2
Q4_2022,Spotify,streaming_listeners,Ughoru,Delta,2.0,2
Q4_2022,Spotify,streaming_listeners,Ikenne,Ogun State,2.0,2
Q4_2022,Spotify,streaming_listeners,Abia,AB,2.0,2
Q4_2022,Spotify,streaming_listeners,Bakori,Katsina,2.0,1
Q4_2022,Spotify,streaming_listeners,Pindiga,Gombe,2.0,1
Q4_2022,Spotify,streaming_listeners,Abraka,Delta,2.0,2
Q4_2022,Spotify,streaming_listeners,Zaria,Kaduna,1.0,1
Q4_2022,Spotify,streaming_listeners,Ewekoro,Ogun State,1.0,1
Q4_2022,Spotify,streaming_listeners,Alakuko,Ogun State,1.0,1
Q4_2022,Spotify,streaming_listeners,Idiomo,Ogun State,1.0,1
Q4_2022,Spotify,streaming_listeners,New Karu,Federal Capital Territory,1.0,1
Q4_2022,Spotify,streaming_listeners,Nkpor,Anambra,1.0,1
Q4_2022,Spotify,streaming_listeners,Agege,,1.0,1
Q4_2022,Spotify,streaming_listeners,Ogoja,Cross River,1.0,1
Q4_2022,Spotify,streaming_listeners,Akinyele,Oyo,1.0,1
Q4_2022,Spotify,streaming_listeners,Ahoada,Rivers,1.0,1
Q4_2022,Spotify,streaming_listeners,Agbor,Delta,1.0,1
Q4_2022,Spotify,streaming_listeners,Calabar,Cross River,1.0,1
Q4_2022,Spotify,streaming_listeners,Sabon Wuse,Kaduna,1.0,1
Q4_2022,Spotify,streaming_listeners,Igieduma,Edo,1.0,1
Q4_2022,Spotify,streaming_listeners,Ado Awaiye,Oyo,1.0,1
Q4_2022,Spotify,streaming_listeners,Ado Ekiti,Ekiti,1.0,1
Q4_2022,Spotify,streaming_listeners,Doguwa,Bauchi,1.0,1
Q4_2022,YouTube,streaming_listeners,Lagos,Lagos,251653.0,35
Q4_2022,YouTube,streaming_listeners,Port Harcourt,Rivers,94184.0,34
Q4_2022,YouTube,streaming_listeners,Abuja,Federal Capital Territory,82018.0,34
Q4_2022,YouTube,streaming_listeners,Ebute-Lekki,Lagos,29793.0,31
Q4_2022,YouTube,streaming_listeners,Benin City,Edo,4615.0,14
Q4_2022,YouTube,streaming_listeners,Epe,Lagos,1365.0,14
Q4_2022,YouTube,streaming_listeners,Ikorodu,Lagos,854.0,11
Q4_2022,YouTube,streaming_listeners,Apia,NI,74.0,1
Q4_2022,YouTube,streaming_listeners,Ibadan,Oyo,25.0,4
Q4_2022,YouTube,streaming_listeners,Agege,,16.0,2
Q4_2022,YouTube,streaming_listeners,Gwarinpa,Federal Capital Territory,14.0,2
Q4_2022,YouTube,streaming_listeners,Ijebu Ode,Ogun State,14.0,1
Q4_2022,YouTube,streaming_listeners,Ahoada,Rivers,12.0,1
Q4_2022,YouTube,streaming_listeners,Pakuro,Ogun State,11.0,2
Q4_2022,YouTube,streaming_listeners,Kubwa,Federal Capital Territory,10.0,2
Q4_2022,YouTube,streaming_listeners,Enugu,Enugu,9.0,1
Q4_2022,YouTube,streaming_listeners,Okpanam,Delta,7.0,1
Q4_2022,YouTube,streaming_listeners,Galadima,Zamfara,5.0,1
Q4_2022,YouTube,streaming_listeners,Abeokuta,Ogun State,5.0,1
Q1_2023,Instagram,social_followers,Lagos,Lagos,75449201.0,122
Q1_2023,Instagram,social_followers,Abuja,Federal Capital Territory,13948353.0,120
Q1_2023,Instagram,social_followers,Port Harcourt,Rivers,3919064.0,111
Q1_2023,Instagram,social_followers,Uyo,Akwa Ibom,1151574.0,61
Q1_2023,Instagram,social_followers,Ado Ekiti,Ekiti,807559.0,54
Q1_2023,Instagram,social_followers,Osogbo,Osun,154327.0,15
Q1_2023,Instagram,social_followers,Makurdi,Benue,65072.0,3
Q1_2023,Instagram,social_followers,Yenagoa,Bayelsa,13997.0,4
Q1_2023,Instagram,social_followers,Zaria,Kaduna,7413.0,1
Q1_2023,Instagram,social_followers,Maiduguri,Borno,7188.0,1
Q1_2023,Instagram,social_followers,Bauchi,Bauchi,7038.0,1
Q1_2023,Instagram,social_followers,Gombe,Gombe,6365.0,1
Q1_2023,Instagram,social_followers,Katsina,Katsina,5316.0,1
Q1_2023,Instagram,social_followers,Damaturu,Yobe,4193.0,1
Q1_2023,Instagram,social_followers,Birnin Kebbi,Kebbi,4043.0,1
Q1_2023,Instagram,social_followers,Gusau,Zamfara,3145.0,1
Q1_2023,Instagram,social_followers,Jalingo,Taraba,2770.0,1
Q1_2023,Instagram,social_followers,Lafia,Nasarawa,2084.0,1
Q1_2023,Spotify,streaming_listeners,Lagos,Lagos,14231177.0,577
Q1_2023,Spotify,streaming_listeners,Abuja,Federal Capital Territory,4398511.0,544
Q1_2023,Spotify,streaming_listeners,Port Harcourt,Rivers,3379217.0,523
Q1_2023,Spotify,streaming_listeners,Ibadan,Oyo,680470.0,448
Q1_2023,Spotify,streaming_listeners,Benin City,Edo,644605.0,443
Q1_2023,Spotify,streaming_listeners,Kaduna,Kaduna,474580.0,434
Q1_2023,Spotify,streaming_listeners,Enugu,Enugu,139523.0,329
Q1_2023,Spotify,streaming_listeners,Katsina,Katsina,49627.0,160
Q1_2023,Spotify,streaming_listeners,Kano,Kano,47120.0,255
Q1_2023,Spotify,streaming_listeners,Onitsha,Anambra,39691.0,159
Q1_2023,Spotify,streaming_listeners,Uyo,Akwa Ibom,31294.0,137
Q1_2023,Spotify,streaming_listeners,Awka,Anambra,18969.0,119
Q1_2023,Spotify,streaming_listeners,Ilorin,Kwara,18537.0,118
Q1_2023,Spotify,streaming_listeners,Umuahia,Abia,9243.0,81
Q1_2023,Spotify,streaming_listeners,Owerri,Imo,5101.0,43
Q1_2023,Spotify,streaming_listeners,Ikeja,Lagos,4157.0,97
Q1_2023,Spotify,streaming_listeners,Aba,Abia,3085.0,39
Q1_2023,Spotify,streaming_listeners,ife,Osun,2412.0,41
Q1_2023,Spotify,streaming_listeners,Akure,Ondo,2088.0,39
Q1_2023,Spotify,streaming_listeners,Oju Ota,Ogun State,1902.0,24
Q1_2023,Spotify,streaming_listeners,Zaria,Kaduna,998.0,45
Q1_2023,Spotify,streaming_listeners,Osogbo,Osun,469.0,10
Q1_2023,Spotify,streaming_listeners,Enugwu Ukwu,Anambra,322.0,14
Q1_2023,Spotify,streaming_listeners,Warri,Delta,275.0,10
Q1_2023,Spotify,streaming_listeners,Ifo,Ogun State,251.0,5
Q1_2023,Spotify,streaming_listeners,Asaba,Delta,213.0,11
Q1_2023,Spotify,streaming_listeners,Abeokuta,Ogun State,194.0,32
Q1_2023,Spotify,streaming_listeners,Abeere,Osun,122.0,10
Q1_2023,Spotify,streaming_listeners,Otan Ayegbaju,Osun,64.0,2
Q1_2023,Spotify,streaming_listeners,Yola,Adamawa,50.0,14
Q1_2023,Spotify,streaming_listeners,Ebute-Lekki,Lagos,41.0,23
Q1_2023,Spotify,streaming_listeners,Ikole,Ekiti,37.0,8
Q1_2023,Spotify,streaming_listeners,Ado Ekiti,Ekiti,25.0,4
Q1_2023,Spotify,streaming_listeners,Eleko,Lagos,19.0,7
Q1_2023,Spotify,streaming_listeners,Sokoto,Sokoto,17.0,8
Q1_2023,Spotify,streaming_listeners,Minna,Niger,16.0,9
Q1_2023,Spotify,streaming_listeners,Ughoru,Delta,10.0,7
Q1_2023,Spotify,streaming_listeners,Osun,OG,7.0,2
Q1_2023,Spotify,streaming_listeners,Lekki,Lagos,5.0,5
Q1_2023,Spotify,streaming_listeners,Ogudu,Kwara,4.0,4
Q1_2023,Spotify,streaming_listeners,Ikorodu,Lagos,4.0,4
Q1_2023,Spotify,streaming_listeners,Ijebu Ode,Ogun State,3.0,3
Q1_2023,Spotify,streaming_listeners,Oworonshoki,Lagos,3.0,3
Q1_2023,Spotify,streaming_listeners,Calabar,Cross River,3.0,3
Q1_2023,Spotify,streaming_listeners,Ikoyi,Osun,3.0,3
Q1_2023,Spotify,streaming_listeners,Omoku,Rivers,3.0,3
Q1_2023,Spotify,streaming_listeners,Bonny,Rivers,3.0,3
Q1_2023,Spotify,streaming_listeners,Agege,,3.0,3
Q1_2023,Spotify,streaming_listeners,Emo,Ogun State,2.0,2
Q1_2023,Spotify,streaming_listeners,Ikotun,Lagos,2.0,2
Q1_2023,Spotify,streaming_listeners,Edo,ED,2.0,1
Q1_2023,Spotify,streaming_listeners,Bakori,Katsina,2.0,1
Q1_2023,Spotify,streaming_listeners,Karum,Federal Capital Territory,2.0,2
Q1_2023,Spotify,streaming_listeners,Nasarawa,Niger,2.0,2
Q1_2023,Spotify,streaming_listeners,Apete,Ogun State,2.0,2
Q1_2023,Spotify,streaming_listeners,Omu-Aran,Kwara,2.0,2
Q1_2023,Spotify,streaming_listeners,Ahoada,Rivers,1.0,1
Q1_2023,Spotify,streaming_listeners,Obiaruku,Delta,1.0,1
Q1_2023,Spotify,streaming_listeners,Sagamu,Ogun State,1.0,1
Q1_2023,Spotify,streaming_listeners,Alakuko,Ogun State,1.0,1
Q1_2023,Spotify,streaming_listeners,Jos,Plateau,1.0,1
Q1_2023,Spotify,streaming_listeners,Agbara,Ogun State,1.0,1
Q1_2023,Spotify,streaming_listeners,Nkpor,Anambra,1.0,1
Q1_2023,Spotify,streaming_listeners,Sangotedo,Lagos,1.0,1
Q1_2023,Spotify,streaming_listeners,Nsukka,Enugu,1.0,1
Q1_2023,Spotify,streaming_listeners,Kuje,Federal Capital Territory,1.0,1
Q1_2023,Spotify,streaming_listeners,Ogba,Edo,1.0,1
Q1_2023,Spotify,streaming_listeners,Oyo,Oyo,1.0,1
Q1_2023,Spotify,streaming_listeners,Idah,Kogi,1.0,1
Q1_2023,Spotify,streaming_listeners,Ifako,LA,1.0,1
Q1_2023,Spotify,streaming_listeners,Gwagwalada,Federal Capital Territory,1.0,1
Q1_2023,Spotify,streaming_listeners,Effurun,Delta,1.0,1
Q1_2023,Spotify,streaming_listeners,Igieduma,Edo,1.0,1
Q1_2023,Spotify,streaming_listeners,Obubra,Cross River,1.0,1
Q1_2023,Spotify,streaming_listeners,Ikenne,Ogun State,1.0,1
Q1_2023,YouTube,streaming_listeners,Lagos,Lagos,472310.0,38
Q1_2023,YouTube,streaming_listeners,Port Harcourt,Rivers,140419.0,36
Q1_2023,YouTube,streaming_listeners,Abuja,Federal Capital Territory,121504.0,36
Q1_2023,YouTube,streaming_listeners,Ebute-Lekki,Lagos,20270.0,35
Q1_2023,YouTube,streaming_listeners,Benin City,Edo,1812.0,15
Q1_2023,YouTube,streaming_listeners,Abeokuta,Ogun State,230.0,4
Q1_2023,YouTube,streaming_listeners,Ibadan,Oyo,115.0,4
Q1_2023,YouTube,streaming_listeners,Apia,NI,95.0,3
Q1_2023,YouTube,streaming_listeners,Uyo,Akwa Ibom,62.0,3
Q1_2023,YouTube,streaming_listeners,Pakuro,Ogun State,13.0,2
Q1_2023,YouTube,streaming_listeners,Agege,,12.0,2
Q1_2023,YouTube,streaming_listeners,Gwarinpa,Federal Capital Territory,12.0,2
Q1_2023,YouTube,streaming_listeners,Enugu,Enugu,7.0,1
Q1_2023,YouTube,streaming_listeners,Onitsha,Anambra,7.0,1
Q1_2023,YouTube,streaming_listeners,Auaba,,6.0,1
Q1_2023,YouTube,streaming_listeners,jimeta,adamawa,5.0,1
Q1_2023,YouTube,streaming_listeners,Kubwa,Federal Capital Territory,5.0,1
Q1_2023,YouTube,streaming_listeners,Odo-Mola,Lagos,5.0,1
Q2_2023,Instagram,social_followers,Lagos,Lagos,80858898.0,133
Q2_2023,Instagram,social_followers,Abuja,Federal Capital Territory,14551537.0,131
Q2_2023,Instagram,social_followers,Port Harcourt,Rivers,4330103.0,121
Q2_2023,Instagram,social_followers,Uyo,Akwa Ibom,1268961.0,66
Q2_2023,Instagram,social_followers,Ado Ekiti,Ekiti,714290.0,54
Q2_2023,Instagram,social_followers,Osogbo,Osun,218549.0,16
Q2_2023,Instagram,social_followers,Makurdi,Benue,38314.0,6
Q2_2023,Instagram,social_followers,Yenagoa,Bayelsa,18400.0,4
Q2_2023,Instagram,social_followers,Maiduguri,Borno,8981.0,1
Q2_2023,Instagram,social_followers,Bauchi,Bauchi,8068.0,1
Q2_2023,Instagram,social_followers,Zaria,Kaduna,7459.0,1
Q2_2023,Instagram,social_followers,Gombe,Gombe,7307.0,1
Q2_2023,Instagram,social_followers,Katsina,Katsina,7231.0,1
Q2_2023,Instagram,social_followers,Gusau,Zamfara,3425.0,1
Q2_2023,Instagram,social_followers,Birnin Kebbi,Kebbi,3349.0,1
Q2_2023,Instagram,social_followers,Damaturu,Yobe,2283.0,1
Q2_2023,Instagram,social_followers,Jalingo,Taraba,2207.0,1
Q2_2023,Instagram,social_followers,Lafia,Nasarawa,1802.0,1
Q2_2023,Instagram,social_followers,Dutse,Jigawa,1753.0,1
Q2_2023,Spotify,streaming_listeners,Lagos,Lagos,19000859.0,589
Q2_2023,Spotify,streaming_listeners,Abuja,Federal Capital Territory,6402409.0,564
Q2_2023,Spotify,streaming_listeners,Port Harcourt,Rivers,5077926.0,552
Q2_2023,Spotify,streaming_listeners,Ibadan,Oyo,921073.0,481
Q2_2023,Spotify,streaming_listeners,Benin City,Edo,712017.0,466
Q2_2023,Spotify,streaming_listeners,Onitsha,Anambra,276795.0,351
Q2_2023,Spotify,streaming_listeners,Kaduna,Kaduna,267386.0,366
Q2_2023,Spotify,streaming_listeners,Enugu,Enugu,135245.0,323
Q2_2023,Spotify,streaming_listeners,Owerri,Imo,131557.0,274
Q2_2023,Spotify,streaming_listeners,Katsina,Katsina,106707.0,289
Q2_2023,Spotify,streaming_listeners,Awka,Anambra,71988.0,188
Q2_2023,Spotify,streaming_listeners,Funtua,Katsina,61164.0,184
Q2_2023,Spotify,streaming_listeners,Umuahia,Abia,46505.0,166
Q2_2023,Spotify,streaming_listeners,Uyo,Akwa Ibom,27261.0,115
Q2_2023,Spotify,streaming_listeners,Osogbo,Osun,17835.0,109
Q2_2023,Spotify,streaming_listeners,Kano,Kano,8234.0,140
Q2_2023,Spotify,streaming_listeners,Ikeja,Lagos,7948.0,117
Q2_2023,Spotify,streaming_listeners,ife,Osun,6179.0,35
Q2_2023,Spotify,streaming_listeners,Aba,Abia,5229.0,50
Q2_2023,Spotify,streaming_listeners,Ilorin,Kwara,4647.0,58
Q2_2023,Spotify,streaming_listeners,Warri,Delta,4541.0,12
Q2_2023,Spotify,streaming_listeners,Nnewi,Anambra,1493.0,14
Q2_2023,Spotify,streaming_listeners,Ado Ekiti,Ekiti,1073.0,23
Q2_2023,Spotify,streaming_listeners,Jos,Plateau,908.0,2
Q2_2023,Spotify,streaming_listeners,Zaria,Kaduna,907.0,5
Q2_2023,Spotify,streaming_listeners,Maiduguri,Borno,893.0,2
Q2_2023,Spotify,streaming_listeners,Ikorodu,Lagos,884.0,4
Q2_2023,Spotify,streaming_listeners,Ikole,Ekiti,880.0,21
Q2_2023,Spotify,streaming_listeners,Asaba,Delta,645.0,14
Q2_2023,Spotify,streaming_listeners,Ifo,Ogun State,325.0,5
Q2_2023,Spotify,streaming_listeners,Abeokuta,Ogun State,303.0,33
Q2_2023,Spotify,streaming_listeners,Oju Ota,Ogun State,153.0,6
Q2_2023,Spotify,streaming_listeners,Abeere,Osun,58.0,9
Q2_2023,Spotify,streaming_listeners,Yola,Adamawa,37.0,9
Q2_2023,Spotify,streaming_listeners,Ebute-Lekki,Lagos,24.0,17
Q2_2023,Spotify,streaming_listeners,Minna,Niger,19.0,7
Q2_2023,Spotify,streaming_listeners,Sokoto,Sokoto,10.0,4
Q2_2023,Spotify,streaming_listeners,Gwagwalada,Federal Capital Territory,8.0,5
Q2_2023,Spotify,streaming_listeners,Calabar,Cross River,7.0,7
Q2_2023,Spotify,streaming_listeners,Nsukka,Enugu,6.0,3
Q2_2023,Spotify,streaming_listeners,Ikoyi,Osun,6.0,3
Q2_2023,Spotify,streaming_listeners,Iwo,Osun,5.0,3
Q2_2023,Spotify,streaming_listeners,Ughoru,Delta,4.0,4
Q2_2023,Spotify,streaming_listeners,Lekki,Lagos,4.0,3
Q2_2023,Spotify,streaming_listeners,Ikenne,Ogun State,3.0,2
Q2_2023,Spotify,streaming_listeners,Pakuro,Ogun State,3.0,2
Q2_2023,Spotify,streaming_listeners,Sagamu,Ogun State,2.0,2
Q2_2023,Spotify,streaming_listeners,Agege,,2.0,2
Q2_2023,Spotify,streaming_listeners,Ogudu,Kwara,2.0,2
Q2_2023,Spotify,streaming_listeners,Irepodun,Oyo,2.0,1
Q2_2023,Spotify,streaming_listeners,Ilishan-Remo,Ogun State,2.0,1
Q2_2023,Spotify,streaming_listeners,Akure,Ondo,1.0,1
Q2_2023,Spotify,streaming_listeners,Ukap Itak,Akwa Ibom,1.0,1
Q2_2023,Spotify,streaming_listeners,Itoki,Kebbi,1.0,1
Q2_2023,Spotify,streaming_listeners,Keffi,Nasarawa,1.0,1
Q2_2023,Spotify,streaming_listeners,Kumbotso,Kano,1.0,1
Q2_2023,Spotify,streaming_listeners,Eleko,Lagos,1.0,1
Q2_2023,Spotify,streaming_listeners,Kuje,Federal Capital Territory,1.0,1
Q2_2023,Spotify,streaming_listeners,Edo,ED,1.0,1
Q2_2023,Spotify,streaming_listeners,Sangotedo,Lagos,1.0,1
Q2_2023,Spotify,streaming_listeners,Bwari,Federal Capital Territory,1.0,1
Q2_2023,Spotify,streaming_listeners,Igando,Lagos,1.0,1
Q2_2023,Spotify,streaming_listeners,Sapele,Delta,1.0,1
Q2_2023,Spotify,streaming_listeners,Uli,Anambra,1.0,1
Q2_2023,Spotify,streaming_listeners,Idah,Kogi,1.0,1
Q2_2023,Spotify,streaming_listeners,Ifako,LA,1.0,1
Q2_2023,Spotify,streaming_listeners,Oworonshoki,Lagos,1.0,1
Q2_2023,Spotify,streaming_listeners,Ise,Ekiti,1.0,1
Q2_2023,Spotify,streaming_listeners,Igieduma,Edo,1.0,1
Q2_2023,Spotify,streaming_listeners,Yenagoa,Bayelsa,1.0,1
Q2_2023,YouTube,streaming_listeners,Lagos,Lagos,611546.0,37
Q2_2023,YouTube,streaming_listeners,Port Harcourt,Rivers,165995.0,36
Q2_2023,YouTube,streaming_listeners,Abuja,Federal Capital Territory,155649.0,37
Q2_2023,YouTube,streaming_listeners,Ebute-Lekki,Lagos,30592.0,34
Q2_2023,YouTube,streaming_listeners,Osogbo,Osun,25736.0,26
Q2_2023,YouTube,streaming_listeners,Benin City,Edo,3315.0,16
Q2_2023,YouTube,streaming_listeners,Abeokuta,Ogun State,876.0,8
Q2_2023,YouTube,streaming_listeners,Ibadan,Oyo,514.0,6
Q2_2023,YouTube,streaming_listeners,Pakuro,Ogun State,278.0,3
Q2_2023,YouTube,streaming_listeners,Apia,NI,46.0,1
Q2_2023,YouTube,streaming_listeners,Agege,,39.0,3
Q2_2023,YouTube,streaming_listeners,Gwarinpa,Federal Capital Territory,12.0,2
Q2_2023,YouTube,streaming_listeners,Elelenwa,Rivers,6.0,1
Q2_2023,YouTube,streaming_listeners,Warri,Delta,6.0,1
Q3_2023,Instagram,social_followers,Lagos,Lagos,84761433.0,143
Q3_2023,Instagram,social_followers,Abuja,Federal Capital Territory,16302380.0,140
Q3_2023,Instagram,social_followers,Port Harcourt,Rivers,4592471.0,130
Q3_2023,Instagram,social_followers,Uyo,Akwa Ibom,1097264.0,64
Q3_2023,Instagram,social_followers,Ado Ekiti,Ekiti,773706.0,58
Q3_2023,Instagram,social_followers,Osogbo,Osun,148914.0,15
Q3_2023,Instagram,social_followers,Yenagoa,Bayelsa,32669.0,10
Q3_2023,Instagram,social_followers,Makurdi,Benue,23400.0,5
Q3_2023,Instagram,social_followers,Bauchi,Bauchi,8009.0,1
Q3_2023,Instagram,social_followers,Gombe,Gombe,7857.0,1
Q3_2023,Instagram,social_followers,Zaria,Kaduna,7479.0,1
Q3_2023,Instagram,social_followers,Maiduguri,Borno,6724.0,1
Q3_2023,Instagram,social_followers,Katsina,Katsina,5817.0,1
Q3_2023,Instagram,social_followers,Birnin Kebbi,Kebbi,4004.0,1
Q3_2023,Instagram,social_followers,Damaturu,Yobe,2946.0,1
Q3_2023,Instagram,social_followers,Gusau,Zamfara,2946.0,1
Q3_2023,Instagram,social_followers,Lafia,Nasarawa,2417.0,1
Q3_2023,Instagram,social_followers,Jalingo,Taraba,1813.0,1
Q3_2023,Spotify,streaming_listeners,Lagos,Lagos,19538128.0,589
Q3_2023,Spotify,streaming_listeners,Port Harcourt,Rivers,6408341.0,561
Q3_2023,Spotify,streaming_listeners,Abuja,Federal Capital Territory,5364809.0,569
Q3_2023,Spotify,streaming_listeners,Katsina,Katsina,4915668.0,529
Q3_2023,Spotify,streaming_listeners,Ibadan,Oyo,3202673.0,521
Q3_2023,Spotify,streaming_listeners,Asaba,Delta,1099001.0,439
Q3_2023,Spotify,streaming_listeners,Kaduna,Kaduna,715984.0,463
Q3_2023,Spotify,streaming_listeners,Onitsha,Anambra,709154.0,440
Q3_2023,Spotify,streaming_listeners,Umueze Anam,Anambra,635427.0,374
Q3_2023,Spotify,streaming_listeners,Enugu,Enugu,505095.0,418
Q3_2023,Spotify,streaming_listeners,Benin City,Edo,448945.0,450
Q3_2023,Spotify,streaming_listeners,Owerri,Imo,341984.0,355
Q3_2023,Spotify,streaming_listeners,Uyo,Akwa Ibom,196765.0,264
Q3_2023,Spotify,streaming_listeners,Osogbo,Osun,170140.0,291
Q3_2023,Spotify,streaming_listeners,Awka,Anambra,167678.0,277
Q3_2023,Spotify,streaming_listeners,Nnewi,Anambra,82671.0,205
Q3_2023,Spotify,streaming_listeners,Ilorin,Kwara,80520.0,189
Q3_2023,Spotify,streaming_listeners,Aba,Abia,71919.0,175
Q3_2023,Spotify,streaming_listeners,Kano,Kano,68239.0,233
Q3_2023,Spotify,streaming_listeners,Ikeja,Lagos,43657.0,218
Q3_2023,Spotify,streaming_listeners,Bonny,Rivers,39519.0,97
Q3_2023,Spotify,streaming_listeners,Iwo,Osun,18389.0,79
Q3_2023,Spotify,streaming_listeners,Umuahia,Abia,14730.0,93
Q3_2023,Spotify,streaming_listeners,Zaria,Kaduna,9197.0,34
Q3_2023,Spotify,streaming_listeners,Jos,Plateau,8947.0,4
Q3_2023,Spotify,streaming_listeners,Ikorodu,Lagos,8871.0,16
Q3_2023,Spotify,streaming_listeners,Maiduguri,Borno,8793.0,4
Q3_2023,Spotify,streaming_listeners,ife,Osun,5777.0,86
Q3_2023,Spotify,streaming_listeners,Enugwu Ukwu,Anambra,4830.0,31
Q3_2023,Spotify,streaming_listeners,Oju Ota,Ogun State,1597.0,14
Q3_2023,Spotify,streaming_listeners,Warri,Delta,319.0,22
Q3_2023,Spotify,streaming_listeners,Abeokuta,Ogun State,134.0,24
Q3_2023,Spotify,streaming_listeners,Yola,Adamawa,112.0,17
Q3_2023,Spotify,streaming_listeners,Ebute-Lekki,Lagos,73.0,26
Q3_2023,Spotify,streaming_listeners,Ado Ekiti,Ekiti,39.0,14
Q3_2023,Spotify,streaming_listeners,Sokoto,Sokoto,12.0,5
Q3_2023,Spotify,streaming_listeners,Ikenne,Ogun State,8.0,2
Q3_2023,Spotify,streaming_listeners,Agege,,6.0,5
Q3_2023,Spotify,streaming_listeners,Akure,Ondo,6.0,6
Q3_2023,Spotify,streaming_listeners,Funtua,Katsina,6.0,4
Q3_2023,Spotify,streaming_listeners,Eleko,Lagos,6.0,4
Q3_2023,Spotify,streaming_listeners,Sagamu,Ogun State,6.0,3
Q3_2023,Spotify,streaming_listeners,Effurun,Delta,6.0,5
Q3_2023,Spotify,streaming_listeners,Ughoru,Delta,6.0,4
Q3_2023,Spotify,streaming_listeners,Lokoja,Kogi,4.0,4
Q3_2023,Spotify,streaming_listeners,Abraka,Delta,3.0,2
Q3_2023,Spotify,streaming_listeners,Ise,Ekiti,3.0,3
Q3_2023,Spotify,streaming_listeners,Minna,Niger,3.0,1
Q3_2023,Spotify,streaming_listeners,Igando,Lagos,2.0,2
Q3_2023,Spotify,streaming_listeners,Ado Awaiye,Oyo,2.0,1
Q3_2023,Spotify,streaming_listeners,Ogun State,OG,2.0,2
Q3_2023,Spotify,streaming_listeners,Calabar,Cross River,2.0,2
Q3_2023,Spotify,streaming_listeners,Pakuro,Ogun State,2.0,2
Q3_2023,Spotify,streaming_listeners,Lekki,Lagos,2.0,2
Q3_2023,Spotify,streaming_listeners,Yenagoa,Bayelsa,2.0,2
Q3_2023,Spotify,streaming_listeners,Oworonshoki,Lagos,2.0,2
Q3_2023,Spotify,streaming_listeners,Tsaunin Kura,Kaduna,1.0,1
Q3_2023,Spotify,streaming_listeners,Kokani North,Kebbi State,1.0,1
Q3_2023,Spotify,streaming_listeners,Baruwa,Oyo,1.0,1
Q3_2023,Spotify,streaming_listeners,Pindiga,Gombe,1.0,1
Q3_2023,Spotify,streaming_listeners,Kumbotso,Kano,1.0,1
Q3_2023,Spotify,streaming_listeners,Edo,ED,1.0,1
Q3_2023,Spotify,streaming_listeners,Gwagwalada,Federal Capital Territory,1.0,1
Q3_2023,Spotify,streaming_listeners,Iseri-Oke,OG,1.0,1
Q3_2023,Spotify,streaming_listeners,Oke-Aro,OG,1.0,1
Q3_2023,Spotify,streaming_listeners,Idiomo,Ogun State,1.0,1
