entity_name,variable_name,period_label,aggregation_rule,aggregated_value,first_value,last_value,obs_count
2Baba,Playlist_Apple_Music_reach_daily,Q1_2021,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q1_2022,last_value,0.0,0.0,0.0,12
2Baba,Playlist_Apple_Music_reach_daily,Q1_2023,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q1_2024,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q1_2025,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q1_2026,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2019,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2020,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2021,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2022,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2023,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2024,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2025,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q2_2026,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2019,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2020,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2021,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2022,last_value,0.0,0.0,0.0,14
2Baba,Playlist_Apple_Music_reach_daily,Q3_2023,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2024,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2025,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q3_2026,last_value,0.0,0.0,0.0,6
2Baba,Playlist_Apple_Music_reach_daily,Q4_2019,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q4_2020,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q4_2021,last_value,0.0,0.0,0.0,14
2Baba,Playlist_Apple_Music_reach_daily,Q4_2022,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q4_2023,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q4_2024,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Apple_Music_reach_daily,Q4_2025,last_value,0.0,0.0,0.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2019,last_value,4.0,3.0,5.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2020,last_value,6.0,2.0,6.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2021,last_value,3.0,3.0,3.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2022,last_value,5.0,4.0,6.0,12
2Baba,Playlist_Deezer_count_daily,Q1_2023,last_value,3.0,3.0,3.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2024,last_value,2.0,2.0,2.0,13
2Baba,Playlist_Deezer_count_daily,Q1_2025,last_value,2.0,2.0,2.0,13
