entity_type,entity_name,chartmetric_entity_id,variable_name,platform,geo_scope,geo_label,period_label,aggregation_rule,aggregated_value,unit,qoq_change,yoy_change
artist,Flavour N'abania,372062,Spotify_followers_daily,Spotify,global,,Q3_2025,net_change,5.0,followers,7.0,11.0
artist,Flavour N'abania,372062,Spotify_followers_daily,Spotify,global,,Q4_2024,net_change,-7.0,followers,-1.0,
artist,Flavour N'abania,372062,Spotify_followers_daily,Spotify,global,,Q4_2025,net_change,-4.0,followers,-9.0,3.0
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2024,net_change,-6.0,listeners,,
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2025,net_change,-1.0,listeners,106.0,5.0
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2024,net_change,3.0,listeners,9.0,
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2025,net_change,-5.0,listeners,-4.0,-8.0
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2024,net_change,76.0,listeners,73.0,
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2024,net_change,-107.0,listeners,-183.0,
artist,Flavour N'abania,372062,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2025,net_change,-5.0,listeners,,102.0
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q1_2024,sum,38542.0,views,,
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q1_2025,sum,20035.0,views,-1847.0,-18507.0
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q2_2024,sum,36157.0,views,-2385.0,
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q2_2025,sum,23914.0,views,3879.0,-12243.0
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q3_2024,sum,21614.0,views,-14543.0,
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q3_2025,sum,18618.0,views,-5296.0,-2996.0
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q4_2024,sum,21882.0,views,268.0,
artist,Flavour N'abania,372062,Wikipedia_views_daily,Wikipedia,global,,Q4_2025,sum,22197.0,views,3579.0,315.0
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q1_2024,net_change,100000.0,subscribers,,
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q1_2025,net_change,83333.0,subscribers,2916.0,-16667.0
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q2_2024,net_change,110000.0,subscribers,10000.0,
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q2_2025,net_change,89000.0,subscribers,5667.0,-21000.0
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q3_2024,net_change,85000.0,subscribers,-25000.0,
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q3_2025,net_change,95667.0,subscribers,6667.0,10667.0
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q4_2024,net_change,80417.0,subscribers,-4583.0,
artist,Flavour N'abania,372062,YouTube_subscribers_daily,YouTube,global,,Q4_2025,net_change,108364.0,subscribers,12697.0,27947.0
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q1_2024,net_change,-20058.0,followers,,
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q1_2025,net_change,-17249.0,followers,-6599.0,2809.0
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q2_2024,net_change,13310.0,followers,33368.0,
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q2_2025,net_change,-69579.0,followers,-52330.0,-82889.0
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q3_2024,net_change,-14254.0,followers,-27564.0,
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q4_2024,net_change,-10650.0,followers,3604.0,
artist,HarrySong,268217,Instagram_followers_daily,Instagram,global,,Q4_2025,net_change,0.0,followers,,10650.0
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q1_2024,net_change,7265.0,followers,,
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q1_2025,net_change,2227.0,followers,550.0,-5038.0
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q2_2024,net_change,7444.0,followers,179.0,
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q2_2025,net_change,3968.0,followers,1741.0,-3476.0
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q3_2024,net_change,3737.0,followers,-3707.0,
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q3_2025,net_change,5600.0,followers,1632.0,1863.0
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q4_2024,net_change,1677.0,followers,-2060.0,
artist,HarrySong,268217,Spotify_followers_daily,Spotify,global,,Q4_2025,net_change,4557.0,followers,-1043.0,2880.0
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2024,net_change,19989.0,listeners,,
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2025,net_change,8083.0,listeners,3085.0,-11906.0
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2024,net_change,-20474.0,listeners,-40463.0,
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2025,net_change,11902.0,listeners,3819.0,32376.0
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2024,net_change,765.0,listeners,21239.0,
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2025,net_change,-8502.0,listeners,-20404.0,-9267.0
artist,HarrySong,268217,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2024,net_change,4998.0,listeners,4233.0,
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q1_2024,sum,9662.0,views,,
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q1_2025,sum,2776.0,views,732.0,-6886.0
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q2_2024,sum,5700.0,views,-3962.0,
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q2_2025,sum,2351.0,views,-425.0,-3349.0
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q3_2024,sum,2531.0,views,-3169.0,
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q3_2025,sum,2367.0,views,16.0,-164.0
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q4_2024,sum,2044.0,views,-487.0,
artist,HarrySong,268217,Wikipedia_views_daily,Wikipedia,global,,Q4_2025,sum,2610.0,views,243.0,566.0
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q1_2024,net_change,-200.0,subscribers,,
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q1_2025,net_change,-135.0,subscribers,-22.0,65.0
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q2_2024,net_change,-100.0,subscribers,100.0,
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q2_2025,net_change,-113.0,subscribers,22.0,-13.0
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q3_2024,net_change,-271.0,subscribers,-171.0,
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q3_2025,net_change,-134.0,subscribers,-21.0,137.0
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q4_2024,net_change,-113.0,subscribers,158.0,
artist,HarrySong,268217,YouTube_subscribers_daily,YouTube,global,,Q4_2025,net_change,-123.0,subscribers,11.0,-10.0
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q1_2024,net_change,5244.0,followers,,
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q1_2025,net_change,-4608.0,followers,2649.0,-9852.0
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q2_2024,net_change,-374.0,followers,-5618.0,
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q2_2025,net_change,-5315.0,followers,-707.0,-4941.0
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q3_2024,net_change,-11009.0,followers,-10635.0,
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q4_2024,net_change,-7257.0,followers,3752.0,
artist,Illbliss,43445,Instagram_followers_daily,Instagram,global,,Q4_2025,net_change,-1062.0,followers,,6195.0
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q1_2024,net_change,-1.0,followers,,
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q1_2025,net_change,3.0,followers,1.0,4.0
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q2_2024,net_change,0.0,followers,1.0,
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q2_2025,net_change,0.0,followers,-3.0,0.0
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q3_2024,net_change,1.0,followers,1.0,
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q3_2025,net_change,0.0,followers,0.0,-1.0
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q4_2024,net_change,2.0,followers,1.0,
artist,Illbliss,43445,Soundcloud_followers_daily,Soundcloud,global,,Q4_2025,net_change,-1.0,followers,-1.0,-3.0
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q1_2024,net_change,4603.0,followers,,
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q1_2025,net_change,3563.0,followers,552.0,-1040.0
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q2_2024,net_change,4461.0,followers,-142.0,
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q2_2025,net_change,3986.0,followers,423.0,-475.0
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q3_2024,net_change,2472.0,followers,-1989.0,
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q3_2025,net_change,10179.0,followers,6193.0,7707.0
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q4_2024,net_change,3011.0,followers,539.0,
artist,Illbliss,43445,Spotify_followers_daily,Spotify,global,,Q4_2025,net_change,4377.0,followers,-5802.0,1366.0
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2024,net_change,43120.0,listeners,,
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2025,net_change,56687.0,listeners,-2542.0,13567.0
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2024,net_change,-25150.0,listeners,-68270.0,
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2025,net_change,-32204.0,listeners,-88891.0,-7054.0
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2024,net_change,22676.0,listeners,47826.0,
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2025,net_change,-23346.0,listeners,8858.0,-46022.0
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2024,net_change,59229.0,listeners,36553.0,
artist,Illbliss,43445,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2025,net_change,26450.0,listeners,49796.0,-32779.0
artist,Illbliss,43445,Twitter_followers_daily,Twitter,global,,Q2_2024,net_change,0.0,followers,,
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q1_2024,sum,3356.0,views,,
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q1_2025,sum,1847.0,views,-350.0,-1509.0
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q2_2024,sum,2110.0,views,-1246.0,
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q2_2025,sum,2353.0,views,506.0,243.0
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q3_2024,sum,2452.0,views,342.0,
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q3_2025,sum,1762.0,views,-591.0,-690.0
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q4_2024,sum,2197.0,views,-255.0,
artist,Illbliss,43445,Wikipedia_views_daily,Wikipedia,global,,Q4_2025,sum,1778.0,views,16.0,-419.0
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q1_2024,net_change,400.0,subscribers,,
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q1_2025,net_change,330.0,subscribers,-10.0,-70.0
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q2_2024,net_change,1016.0,subscribers,616.0,
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q2_2025,net_change,345.0,subscribers,15.0,-671.0
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q3_2024,net_change,229.0,subscribers,-787.0,
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q3_2025,net_change,282.0,subscribers,-63.0,53.0
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q4_2024,net_change,340.0,subscribers,111.0,
artist,Illbliss,43445,YouTube_subscribers_daily,YouTube,global,,Q4_2025,net_change,215.0,subscribers,-67.0,-125.0
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q1_2024,net_change,129.0,followers,,
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q1_2025,net_change,260.0,followers,-15.0,131.0
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q2_2024,net_change,220.0,followers,91.0,
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q2_2025,net_change,328.0,followers,68.0,108.0
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q3_2024,net_change,153.0,followers,-67.0,
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q3_2025,net_change,398.0,followers,70.0,245.0
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q4_2024,net_change,275.0,followers,122.0,
artist,Iyanya,211380,Bandsintown_followers_daily,Bandsintown,global,,Q4_2025,net_change,169.0,followers,-229.0,-106.0
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q1_2024,net_change,10514.0,followers,,
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q1_2025,net_change,-20794.0,followers,3429.0,-31308.0
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q2_2024,net_change,19378.0,followers,8864.0,
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q2_2025,net_change,-2071.0,followers,18723.0,-21449.0
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q3_2024,net_change,-32522.0,followers,-51900.0,
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q3_2025,net_change,1048.0,followers,3119.0,33570.0
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q4_2024,net_change,-24223.0,followers,8299.0,
artist,Iyanya,211380,Instagram_followers_daily,Instagram,global,,Q4_2025,net_change,-3469.0,followers,-4517.0,20754.0
artist,Iyanya,211380,Soundcloud_followers_daily,Soundcloud,global,,Q1_2025,net_change,0.0,followers,,
artist,Iyanya,211380,Soundcloud_followers_daily,Soundcloud,global,,Q2_2025,net_change,2.0,followers,2.0,
artist,Iyanya,211380,Soundcloud_followers_daily,Soundcloud,global,,Q4_2025,net_change,9.0,followers,,
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q1_2024,net_change,27836.0,followers,,
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q1_2025,net_change,27545.0,followers,-1440.0,-291.0
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q2_2024,net_change,26877.0,followers,-959.0,
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q2_2025,net_change,34024.0,followers,6479.0,7147.0
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q3_2024,net_change,20262.0,followers,-6615.0,
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q3_2025,net_change,33874.0,followers,-150.0,13612.0
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q4_2024,net_change,28985.0,followers,8723.0,
artist,Iyanya,211380,Spotify_followers_daily,Spotify,global,,Q4_2025,net_change,54471.0,followers,20597.0,25486.0
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2024,net_change,-6146.0,listeners,,
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2025,net_change,-79492.0,listeners,-59982.0,-73346.0
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2024,net_change,-95844.0,listeners,-89698.0,
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2025,net_change,13222.0,listeners,92714.0,109066.0
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2024,net_change,-22072.0,listeners,73772.0,
artist,Iyanya,211380,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2024,net_change,-19510.0,listeners,2562.0,
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q1_2024,net_change,6000.0,followers,,
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q1_2025,net_change,3200.0,followers,3386.0,-2800.0
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q2_2024,net_change,3595.0,followers,-2405.0,
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q2_2025,net_change,12100.0,followers,8900.0,8505.0
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q3_2024,net_change,693.0,followers,-2902.0,
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q3_2025,net_change,15119.0,followers,3019.0,14426.0
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q4_2024,net_change,-186.0,followers,-879.0,
artist,Iyanya,211380,TikTok_followers_daily,TikTok,global,,Q4_2025,net_change,17260.0,followers,2141.0,17446.0
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q1_2024,net_change,20661.0,likes,,
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q1_2025,net_change,100775.0,likes,75706.0,80114.0
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q2_2024,net_change,24793.0,likes,4132.0,
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q2_2025,net_change,260944.0,likes,160169.0,236151.0
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q3_2024,net_change,25068.0,likes,275.0,
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q3_2025,net_change,508274.0,likes,247330.0,483206.0
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q4_2024,net_change,25069.0,likes,1.0,
artist,Iyanya,211380,TikTok_likes_daily,TikTok,global,,Q4_2025,net_change,533729.0,likes,25455.0,508660.0
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q1_2024,net_change,-389.0,followers,,
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q1_2025,net_change,245.0,followers,-2270.0,634.0
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q2_2024,net_change,-3682.0,followers,-3293.0,
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q2_2025,net_change,2053.0,followers,1808.0,5735.0
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q3_2024,net_change,-5316.0,followers,-1634.0,
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q3_2025,net_change,-974.0,followers,-3027.0,4342.0
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q4_2024,net_change,2515.0,followers,7831.0,
artist,Iyanya,211380,Twitter_followers_daily,Twitter,global,,Q4_2025,net_change,-62316.0,followers,-61342.0,-64831.0
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q1_2024,sum,8459.0,views,,
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q1_2025,sum,5378.0,views,749.0,-3081.0
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q2_2024,sum,8027.0,views,-432.0,
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q2_2025,sum,10388.0,views,5010.0,2361.0
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q3_2024,sum,5700.0,views,-2327.0,
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q3_2025,sum,6029.0,views,-4359.0,329.0
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q4_2024,sum,4629.0,views,-1071.0,
artist,Iyanya,211380,Wikipedia_views_daily,Wikipedia,global,,Q4_2025,sum,6174.0,views,145.0,1545.0
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q1_2024,net_change,20000.0,subscribers,,
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q1_2025,net_change,16286.0,subscribers,-5885.0,-3714.0
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q2_2024,net_change,19000.0,subscribers,-1000.0,
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q2_2025,net_change,20083.0,subscribers,3797.0,1083.0
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q3_2024,net_change,18200.0,subscribers,-800.0,
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q3_2025,net_change,23167.0,subscribers,3084.0,4967.0
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q4_2024,net_change,22171.0,subscribers,3971.0,
artist,Iyanya,211380,YouTube_subscribers_daily,YouTube,global,,Q4_2025,net_change,19571.0,subscribers,-3596.0,-2600.0
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q1_2024,net_change,36417.0,followers,,
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q1_2025,net_change,-26489.0,followers,15539.0,-62906.0
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q2_2024,net_change,-11673.0,followers,-48090.0,
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q2_2025,net_change,-22106.0,followers,4383.0,-10433.0
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q3_2024,net_change,-37204.0,followers,-25531.0,
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q3_2025,net_change,-36063.0,followers,-13957.0,1141.0
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q4_2024,net_change,-42028.0,followers,-4824.0,
artist,Khaid,8358898,Instagram_followers_daily,Instagram,global,,Q4_2025,net_change,6194.0,followers,42257.0,48222.0
artist,Khaid,8358898,Soundcloud_followers_daily,Soundcloud,global,,Q1_2024,net_change,332.0,followers,,
artist,Khaid,8358898,Soundcloud_followers_daily,Soundcloud,global,,Q2_2024,net_change,119.0,followers,-213.0,
artist,Khaid,8358898,Soundcloud_followers_daily,Soundcloud,global,,Q2_2025,net_change,31.0,followers,,-88.0
artist,Khaid,8358898,Soundcloud_followers_daily,Soundcloud,global,,Q3_2025,net_change,0.0,followers,-31.0,
artist,Khaid,8358898,Soundcloud_followers_daily,Soundcloud,global,,Q4_2025,net_change,110.0,followers,110.0,
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q1_2025,net_change,112919.0,followers,-27954.0,
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q2_2024,net_change,127919.0,followers,,
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q2_2025,net_change,93654.0,followers,-19265.0,-34265.0
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q3_2024,net_change,144262.0,followers,16343.0,
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q3_2025,net_change,53055.0,followers,-40599.0,-91207.0
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q4_2024,net_change,140873.0,followers,-3389.0,
artist,Khaid,8358898,Spotify_followers_daily,Spotify,global,,Q4_2025,net_change,33026.0,followers,-20029.0,-107847.0
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2024,net_change,36080.0,listeners,,
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q1_2025,net_change,-191091.0,listeners,-356137.0,-227171.0
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q2_2024,net_change,-275095.0,listeners,-311175.0,
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q3_2024,net_change,-4437.0,listeners,270658.0,
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2024,net_change,165046.0,listeners,169483.0,
artist,Khaid,8358898,Spotify_monthly_listeners_daily,Spotify,global,,Q4_2025,net_change,-379910.0,listeners,,-544956.0
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q1_2024,net_change,62500.0,followers,,
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q1_2025,net_change,24383.0,followers,-28663.0,-38117.0
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q2_2024,net_change,76337.0,followers,13837.0,
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q2_2025,net_change,24658.0,followers,275.0,-51679.0
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q3_2024,net_change,174188.0,followers,97851.0,
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q3_2025,net_change,24931.0,followers,273.0,-149257.0
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q4_2024,net_change,53046.0,followers,-121142.0,
artist,Khaid,8358898,TikTok_followers_daily,TikTok,global,,Q4_2025,net_change,-3371.0,followers,-28302.0,-56417.0
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q1_2024,net_change,1400000.0,likes,,
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q1_2025,net_change,1088890.0,likes,-2711110.0,-311110.0
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q2_2024,net_change,983334.0,likes,-416666.0,
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q2_2025,net_change,1210528.0,likes,121638.0,227194.0
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q3_2024,net_change,2258333.0,likes,1274999.0,
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q3_2025,net_change,465462.0,likes,-745066.0,-1792871.0
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q4_2024,net_change,3800000.0,likes,1541667.0,
artist,Khaid,8358898,TikTok_likes_daily,TikTok,global,,Q4_2025,net_change,1901388.0,likes,1435926.0,-1898612.0
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q1_2024,net_change,555.0,followers,,
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q1_2025,net_change,-390.0,followers,-2882.0,-945.0
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q2_2024,net_change,-90.0,followers,-645.0,
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q2_2025,net_change,606.0,followers,996.0,696.0
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q3_2024,net_change,3602.0,followers,3692.0,
artist,Khaid,8358898,Twitter_followers_daily,Twitter,global,,Q3_2025,net_change,-117.0,followers,-723.0,-3719.0
