period,artist_name,total_streaming_revenue_usd,nigeria_domestic_share_pct,domestic_revenue_usd,export_share_pct,gross_export_revenue_usd,gross_export_revenue_ngn,top_export_markets,source
Q1_2025,2Baba,47330.94,30,14199.28,70,33131.66,49697485.32,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,9ice,15403.98,30,4621.19,70,10782.78,16174175.85,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Adekunle Gold,198320.5,30,59496.15,70,138824.35,208236527.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ajebutter22,19307.45,30,5792.24,70,13515.22,20272826.07,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Amaarae,370731.84,30,111219.55,70,259512.29,389268428.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Asake,573995.71,30,172198.71,70,401797,602695497.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ayra Starr,1562086.53,30,468625.96,70,1093460.57,1640190859,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Aṣa,38907.15,30,11672.14,70,27235,40852505.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,BNXN,293358.21,30,88007.46,70,205350.75,308026121.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Bad Boy Timz,32440.01,30,9732,70,22708.01,34062010.92,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Banky W.,18412.3,30,5523.69,70,12888.61,19332918.78,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Bayanni,143434.35,30,43030.31,70,100404.05,150606071.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Bella Shmurda,177797.41,30,53339.22,70,124458.18,186687276.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Blaqbonez,118037.19,30,35411.16,70,82626.03,123939050.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Bloody Civilian,53821.69,30,16146.51,70,37675.19,56512778.49,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Boj,54910.88,30,16473.26,70,38437.61,57656419.38,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Boy Spyce,53707.8,30,16112.34,70,37595.46,56393191.26,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Bracket,42987.02,30,12896.11,70,30090.92,45136375.83,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Brymo,24393.32,30,7318,70,17075.33,25612990.83,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Burna Boy,10.07,30,3.02,70,7.05,10573.92,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,CDQ,4812.86,30,1443.86,70,3369,5053505.94,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,CKay,670882.61,30,201264.78,70,469617.82,704426736.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Chike,324177.83,30,97253.35,70,226924.48,340386720,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Crayon,153990.45,30,46197.13,70,107793.31,161689967.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Cruel Santino,34281.99,30,10284.6,70,23997.4,35996094.54,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,D'banj,32155.42,30,9646.63,70,22508.79,33763191.21,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,DJ Cuppy,0.05,30,0.02,70,0.04,57.33,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,DJ Neptune,50995.99,30,15298.8,70,35697.19,53545786.56,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,DJ Spinall,64380.72,30,19314.21,70,45066.5,67599750.96,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Dammy Krane,1673.53,30,502.06,70,1171.47,1757207.97,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Darey,16569.65,30,4970.89,70,11598.75,17398132.29,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Darkoo,260358.41,30,78107.52,70,182250.89,273376328.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Davido,850302.79,30,255090.84,70,595211.96,892817934.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Dice Ailes,14716.69,30,4415.01,70,10301.69,15452527.86,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Dremo,10838.87,30,3251.66,70,7587.21,11380811.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Duncan Mighty,27692.6,30,8307.78,70,19384.82,29077227.06,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Eldee,3262.71,30,978.81,70,2283.9,3425844.87,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Falz,40862.57,30,12258.77,70,28603.8,42905699.76,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Fela Kuti,37162.86,30,11148.86,70,26014,39021001.11,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Fireboy DML,602614.31,30,180784.29,70,421830.02,632745023.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Flavour,698117.03,30,209435.11,70,488681.92,733022883.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Flavour N'abania,650048.94,30,195014.68,70,455034.26,682551385.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,HarrySong,21642.48,30,6492.74,70,15149.73,22724600.85,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ice Prince,50787.46,30,15236.24,70,35551.22,53326829.64,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Illbliss,14398.7,30,4319.61,70,10079.09,15118638.57,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Iyanya,62448.12,30,18734.44,70,43713.68,65570523.69,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Jesse Jagz,5649.18,30,1694.75,70,3954.43,5931641.52,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Joeboy,466500.59,30,139950.18,70,326550.41,489825620.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Johnny Drille,30704,30,9211.2,70,21492.8,32239196.64,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Khaid,144990.87,30,43497.26,70,101493.61,152240416,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,King Sunny Ade,9387.03,30,2816.11,70,6570.92,9856380.87,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Kizz Daniel,802607.89,30,240782.37,70,561825.52,842738280.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Korede Bello,53096.33,30,15928.9,70,37167.43,55751143.98,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,LADIPOE,77757.66,30,23327.3,70,54430.36,81645547.41,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Lady Donli,9827.46,30,2948.24,70,6879.22,10318833.63,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Lagbaja,1602.69,30,480.81,70,1121.88,1682823.24,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Libianca,539681.82,30,161904.55,70,377777.28,566665914.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Lil Kesh,57953.6,30,17386.08,70,40567.52,60851276.22,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Lojay,283343.79,30,85003.14,70,198340.65,297510979.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Lyta,31464.95,30,9439.48,70,22025.46,33038194.14,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,M.I. Abaga,31028.33,30,9308.5,70,21719.83,32579743.77,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Magixx,112447.31,30,33734.19,70,78713.12,118069679.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Maleek Berry,89093.93,30,26728.18,70,62365.75,93548621.25,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Mannywellz,27198.95,30,8159.68,70,19039.26,28558894.14,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Mayorkun,116783.89,30,35035.17,70,81748.73,122623087.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Mohbad,84740.23,30,25422.07,70,59318.16,88977244.23,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Mr Eazi,245948.61,30,73784.58,70,172164.03,258246042.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Mr Real,2393.14,30,717.94,70,1675.2,2512801.62,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Naeto C,4320.9,30,1296.27,70,3024.63,4536943.11,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Naira Marley,296585.03,30,88975.51,70,207609.52,311414281.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Niniola,32773.48,30,9832.04,70,22941.44,34412152.95,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Nonso Amadi,44736.62,30,13420.98,70,31315.63,46973446.38,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,ODUMODUBLVCK,216071.59,30,64821.48,70,151250.11,226875167.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Odunsi (The Engine),22845.93,30,6853.78,70,15992.15,23988229.65,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Olakira,130983.45,30,39295.03,70,91688.41,137532618.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Olamide,266071.5,30,79821.45,70,186250.05,279375075.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Olu Maintain,4400.54,30,1320.16,70,3080.38,4620571.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Omah Lay,920686.51,30,276205.95,70,644480.55,966720831.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Oxlade,416954.9,30,125086.47,70,291868.43,437802647.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,P-Square,189516.16,30,56854.85,70,132661.31,198991971.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Patoranking,142965.2,30,42889.56,70,100075.64,150113464,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Peruzzi,25044.68,30,7513.4,70,17531.27,26296911.27,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Pheelz,182623.17,30,54786.95,70,127836.22,191754327.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Phyno,111876.67,30,33563,70,78313.67,117470502.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Portable,62273.46,30,18682.04,70,43591.42,65387136.15,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Praiz,11758.35,30,3527.51,70,8230.85,12346271.28,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Prettyboy D-O,5927.59,30,1778.28,70,4149.31,6223971.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Qing Madi,130301.64,30,39090.49,70,91211.15,136816725.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Reekado Banks,57707.28,30,17312.18,70,40395.1,60592643.79,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Rema,1937779.74,30,581333.92,70,1356445.82,2034668730,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Reminisce,29233.35,30,8770.01,70,20463.35,30695020.65,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ric Hassani,46839.1,30,14051.73,70,32787.37,49181058.36,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Rude Boy,12587.76,30,3776.33,70,8811.43,13217144.85,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ruger,467708.7,30,140312.61,70,327396.09,491094133.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Sarz,203061.44,30,60918.43,70,142143.01,213214511.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Sauce Kid,680.17,30,204.05,70,476.12,714178.71,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Sean Tizzle,17358.01,30,5207.4,70,12150.61,18225910.08,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Seyi Shay,31459.56,30,9437.87,70,22021.69,33032539.89,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Seyi Vibez,210034.87,30,63010.46,70,147024.41,220536609.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Shallipopi,247368.41,30,74210.52,70,173157.89,259736833.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Show Dem Camp,26823.68,30,8047.1,70,18776.58,28164862.53,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Simi,252043.19,30,75612.96,70,176430.23,264645351.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Skiibii,97620.31,30,29286.09,70,68334.22,102501323.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Small Doctor,7755.6,30,2326.68,70,5428.92,8143381.26,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Solidstar,3731,30,1119.3,70,2611.7,3917550.42,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Sound Sultan,5845.75,30,1753.73,70,4092.03,6138037.71,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Spyro,131119.11,30,39335.73,70,91783.38,137675064.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Tay Iwar,50216.13,30,15064.84,70,35151.29,52726938.39,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Tekno,238868.3,30,71660.49,70,167207.81,250811711,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Tempoe,265191.54,30,79557.46,70,185634.08,278451113.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Tems,1120357.47,30,336107.24,70,784250.23,1176375344,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Teni,129270.67,30,38781.2,70,90489.47,135734200.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Terri,21599.62,30,6479.89,70,15119.74,22679604.36,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Terry Apala,11306.63,30,3391.99,70,7914.64,11871963.81,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Timaya,84777.35,30,25433.21,70,59344.15,89016218.76,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Tiwa Savage,304713.88,30,91414.16,70,213299.72,319949577.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Vector,30519.35,30,9155.8,70,21363.54,32045316.03,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Victony,461615.85,30,138484.76,70,323131.1,484696643.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Waje,11501.18,30,3450.35,70,8050.83,12076237.53,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Wande Coal,151152.44,30,45345.73,70,105806.71,158710059.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Wizkid,930339.75,30,279101.93,70,651237.83,976856737.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,WurlD,28506.98,30,8552.09,70,19954.88,29932326.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Ycee,59084.9,30,17725.47,70,41359.43,62039143.53,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Yemi Alade,116218.61,30,34865.58,70,81353.02,122029536.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Young Jonn,210133.79,30,63040.14,70,147093.66,220640484.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Yung6ix,6201.5,30,1860.45,70,4341.05,6511579.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Zinoleesky,134512.73,30,40353.82,70,94158.91,141238364.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,Zlatan,135805.27,30,40741.58,70,95063.69,142595536.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2025,=== PERIOD TOTAL ===,,30,6981042.18,70,16289098.42,24433647630,,Aggregated
Q2_2025,2Baba,40327.77,30,12098.33,70,28229.44,42344159.34,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,9ice,19278.55,30,5783.56,70,13494.98,20242473.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Adekunle Gold,169962.96,30,50988.89,70,118974.07,178461105.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Ajebutter22,20070.42,30,6021.13,70,14049.3,21073942.89,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Amaarae,394288.99,30,118286.7,70,276002.29,414003439.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Asake,548961.95,30,164688.58,70,384273.36,576410045.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Ayra Starr,1331911.75,30,399573.52,70,932338.22,1398507332,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Aṣa,33687.99,30,10106.4,70,23581.59,35372387.19,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,BNXN,342301.67,30,102690.5,70,239611.17,359416752,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Bad Boy Timz,39317.54,30,11795.26,70,27522.28,41283413.64,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Banky W.,18169.41,30,5450.82,70,12718.59,19077879.03,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Bayanni,147964.82,30,44389.45,70,103575.38,155363063.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Bella Shmurda,213352.1,30,64005.63,70,149346.47,224019707.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Blaqbonez,125554,30,37666.2,70,87887.8,131831696.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Bloody Civilian,72840.37,30,21852.11,70,50988.26,76482391.23,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Boj,80084.7,30,24025.41,70,56059.29,84088939.41,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Boy Spyce,57892.01,30,17367.6,70,40524.41,60786608.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Bracket,47342.7,30,14202.81,70,33139.89,49709835.21,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Brymo,26669.1,30,8000.73,70,18668.37,28002552.48,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Burna Boy,9.14,30,2.74,70,6.4,9599.31,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,CDQ,9445.23,30,2833.57,70,6611.66,9917488.35,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,CKay,708779.45,30,212633.84,70,496145.62,744218423.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Chike,347039.74,30,104111.92,70,242927.82,364391729.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Crayon,134239.26,30,40271.78,70,93967.48,140951219,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Cruel Santino,42689.23,30,12806.77,70,29882.46,44823690.45,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,D'banj,32646.96,30,9794.09,70,22852.87,34279311.57,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,DJ Cuppy,0.05,30,0.02,70,0.04,57.33,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,DJ Neptune,58765.41,30,17629.62,70,41135.79,61703685.33,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,DJ Spinall,65431.2,30,19629.36,70,45801.84,68702761.26,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Dammy Krane,1690.61,30,507.18,70,1183.43,1775145.33,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Darey,18778.95,30,5633.68,70,13145.26,19717893.72,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Darkoo,342428.39,30,102728.52,70,239699.87,359549808,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Davido,917622.59,30,275286.78,70,642335.81,963503720.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Dice Ailes,19263.52,30,5779.06,70,13484.47,20226699.99,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Dremo,16505.02,30,4951.51,70,11553.51,17330268.69,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Duncan Mighty,31065.47,30,9319.64,70,21745.83,32618745.18,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Eldee,3180.2,30,954.06,70,2226.14,3339212.31,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Falz,60834.95,30,18250.49,70,42584.47,63876698.97,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Fela Kuti,34011.88,30,10203.56,70,23808.31,35712472.11,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q2_2025,Fireboy DML,590034.35,30,177010.3,70,413024.04,619536063.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
