period,artist_name,total_streaming_revenue_usd,nigeria_domestic_share_pct,domestic_revenue_usd,export_share_pct,gross_export_revenue_usd,gross_export_revenue_ngn,top_export_markets,source
Q4_2025,Waje,12709.51,30,3812.85,70,8896.66,13344983.19,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Wande Coal,132634.89,30,39790.47,70,92844.42,139266631.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Wizkid,1040251.29,30,312075.39,70,728175.9,1092263857,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,WurlD,59052.08,30,17715.62,70,41336.45,62004679.38,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Ycee,61087.6,30,18326.28,70,42761.32,64141978.95,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Yemi Alade,106933.92,30,32080.18,70,74853.75,112280618.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Young Jonn,302437.06,30,90731.12,70,211705.94,317558908.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Yung6ix,8178.05,30,2453.41,70,5724.63,8586951.03,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Zinoleesky,178648.29,30,53594.49,70,125053.8,187580705.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,Zlatan,192059.42,30,57617.83,70,134441.6,201662394.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q4_2025,=== PERIOD TOTAL ===,,30,7247412.09,70,16910628.2,25365942298,,Aggregated
Q1_2026,2Baba,69486.19,30,20845.86,70,48640.33,72960499.29,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,9ice,16586.17,30,4975.85,70,11610.32,17415481.86,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Adekunle Gold,228647.14,30,68594.14,70,160053,240079501,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ajebutter22,18879.91,30,5663.97,70,13215.94,19823907.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Amaarae,355394.59,30,106618.38,70,248776.22,373164324.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Asake,834972.38,30,250491.71,70,584480.66,876720996.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ayra Starr,1536214.99,30,460864.5,70,1075350.49,1613025740,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Aṣa,47887.42,30,14366.22,70,33521.19,50281786.38,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,BNXN,346743.24,30,104022.97,70,242720.27,364080403.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Bad Boy Timz,29929.94,30,8978.98,70,20950.96,31426436.16,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Banky W.,24104.29,30,7231.29,70,16873,25309501.77,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Bayanni,152850.79,30,45855.24,70,106995.55,160493327.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Bella Shmurda,224158.96,30,67247.69,70,156911.27,235366905.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Blaqbonez,139045.56,30,41713.67,70,97331.89,145997839.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Bloody Civilian,52622.47,30,15786.74,70,36835.73,55253593.71,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Boj,61747.94,30,18524.38,70,43223.55,64835332.38,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Boy Spyce,73788.19,30,22136.46,70,51651.73,77477595.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Bracket,69592.05,30,20877.62,70,48714.44,73071656.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Brymo,31404.22,30,9421.27,70,21982.95,32974431.21,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Burna Boy,8.27,30,2.48,70,5.79,8682.03,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,CDQ,19751.1,30,5925.33,70,13825.77,20738651.22,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,CKay,740355.24,30,222106.57,70,518248.67,777372998,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Chike,338908.19,30,101672.46,70,237235.73,355853596.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Crayon,145553.4,30,43666.02,70,101887.38,152831068.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Cruel Santino,46361.01,30,13908.3,70,32452.71,48679064.28,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,D'banj,42629.55,30,12788.87,70,29840.69,44761030.23,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,DJ Neptune,70017.7,30,21005.31,70,49012.39,73518588.78,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,DJ Spinall,67680.87,30,20304.26,70,47376.61,71064917.28,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Dammy Krane,2734.05,30,820.22,70,1913.84,2870754.39,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Darey,25334.93,30,7600.48,70,17734.45,26601680.07,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Darkoo,245225.09,30,73567.53,70,171657.56,257486343.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Davido,979189.78,30,293756.93,70,685432.84,1028149267,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Dice Ailes,98.26,30,29.48,70,68.78,103168.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Dremo,15933.4,30,4780.02,70,11153.38,16730066.43,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Duncan Mighty,42618.84,30,12785.65,70,29833.19,44749781.16,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Eldee,4354.29,30,1306.29,70,3048.01,4572008.91,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Falz,51420.14,30,15426.04,70,35994.1,53991144.69,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Fela Kuti,37997.22,30,11399.17,70,26598.05,39897080.58,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Fireboy DML,687282.19,30,206184.66,70,481097.53,721646302.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Flavour,795132.15,30,238539.65,70,556592.51,834888760.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Flavour N'abania,714697.15,30,214409.15,70,500288.01,750432010.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,HarrySong,23300.11,30,6990.03,70,16310.07,24465111.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ice Prince,65042.8,30,19512.84,70,45529.96,68294938.11,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Illbliss,14517.08,30,4355.13,70,10161.96,15242938.83,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Iyanya,77626.06,30,23287.82,70,54338.24,81507361.32,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Jesse Jagz,6916.1,30,2074.83,70,4841.27,7261904.79,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Joeboy,487394.45,30,146218.33,70,341176.11,511764171,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Johnny Drille,211381.84,30,63414.55,70,147967.29,221950934.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Khaid,260865.26,30,78259.58,70,182605.68,273908522.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,King Sunny Ade,13256.95,30,3977.09,70,9279.87,13919802.12,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Kizz Daniel,460309.69,30,138092.91,70,322216.79,483325177.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Korede Bello,59726.96,30,17918.09,70,41808.87,62713308,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,LADIPOE,89380.56,30,26814.17,70,62566.39,93849585.48,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Lady Donli,12250.36,30,3675.11,70,8575.25,12862877.58,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Lagbaja,1866.54,30,559.96,70,1306.58,1959862.59,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Libianca,428288.17,30,128486.45,70,299801.72,449702575.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Lil Kesh,70283.58,30,21085.07,70,49198.5,73797755.01,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Lojay,275542.07,30,82662.62,70,192879.45,289319178.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Lyta,45168.38,30,13550.52,70,31617.87,47426802.57,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,M.I. Abaga,33276.6,30,9982.98,70,23293.62,34940426.85,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Magixx,125636.41,30,37690.92,70,87945.49,131918235.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Maleek Berry,86233.89,30,25870.17,70,60363.72,90545585.76,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Mannywellz,41092.27,30,12327.68,70,28764.59,43146884.97,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Mayorkun,123022.98,30,36906.89,70,86116.09,129174127.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Mohbad,94325.07,30,28297.52,70,66027.55,99041321.61,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Mr Eazi,350436.87,30,105131.06,70,245305.81,367958717.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Mr Real,10794.33,30,3238.3,70,7556.03,11334047.76,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Naeto C,6078.31,30,1823.49,70,4254.82,6382225.08,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Naira Marley,322898.37,30,96869.51,70,226028.86,339043287.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Niniola,34514.67,30,10354.4,70,24160.27,36240405.39,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Nonso Amadi,58949.46,30,17684.84,70,41264.62,61896936.15,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,ODUMODUBLVCK,254255.92,30,76276.77,70,177979.14,266968711.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Odunsi (The Engine),18855.07,30,5656.52,70,13198.55,19797820.56,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Olakira,140935.82,30,42280.75,70,98655.08,147982614.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Olamide,319545.97,30,95863.79,70,223682.18,335523273.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Olu Maintain,5936.56,30,1780.97,70,4155.59,6233389.47,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Omah Lay,1108426.23,30,332527.87,70,775898.36,1163847543,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Oxlade,375512.79,30,112653.84,70,262858.95,394288425.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,P-Square,314149.95,30,94244.98,70,219904.96,329857446.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Patoranking,176901.66,30,53070.5,70,123831.16,185746741.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Peruzzi,37219.54,30,11165.86,70,26053.68,39080518.47,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Pheelz,189413.67,30,56824.1,70,132589.57,198884354.1,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Phyno,153104.39,30,45931.32,70,107173.07,160759604.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Portable,75011.99,30,22503.6,70,52508.39,78762587.4,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Praiz,13563.03,30,4068.91,70,9494.12,14241182.13,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Prettyboy D-O,7029.33,30,2108.8,70,4920.53,7380798.39,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Qing Madi,160362.45,30,48108.74,70,112253.72,168380576.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Reekado Banks,81706.15,30,24511.84,70,57194.3,85791453.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Rema,2028303.44,30,608491.03,70,1419812.41,2129718609,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Reminisce,39345.13,30,11803.54,70,27541.59,41312386.08,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ric Hassani,56162.11,30,16848.63,70,39313.47,58970212.35,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Rude Boy,12367.12,30,3710.14,70,8656.98,12985474.32,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ruger,482087.48,30,144626.24,70,337461.24,506191856.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Sarz,272874.85,30,81862.46,70,191012.4,286518596.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Sauce Kid,673.87,30,202.16,70,471.71,707561.19,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Sean Tizzle,31433.61,30,9430.08,70,22003.53,33005287.98,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Seyi Shay,34900.73,30,10470.22,70,24430.51,36645765.66,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Seyi Vibez,273775.34,30,82132.6,70,191642.74,287464109.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Shallipopi,360257.46,30,108077.24,70,252180.22,378270336.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Show Dem Camp,35437.34,30,10631.2,70,24806.14,37209204.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Simi,124459.82,30,37337.95,70,87121.87,130682810.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Skiibii,120111.72,30,36033.52,70,84078.21,126117311,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Small Doctor,9446.62,30,2833.99,70,6612.63,9918949.95,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Solidstar,5531.96,30,1659.59,70,3872.37,5808554.64,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Sound Sultan,7280.97,30,2184.29,70,5096.68,7645016.61,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Spyro,150529.04,30,45158.71,70,105370.33,158055491.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Tay Iwar,51593.68,30,15478.1,70,36115.57,54173361.69,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Tekno,274905.1,30,82471.53,70,192433.57,288650354.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Tempoe,219398.83,30,65819.65,70,153579.18,230368770.5,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Tems,3191567.56,30,957470.27,70,2234097.29,3351145935,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Teni,105573.99,30,31672.2,70,73901.79,110852684.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Terri,22381.33,30,6714.4,70,15666.93,23500401.75,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Terry Apala,40942.78,30,12282.83,70,28659.94,42989914.17,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Timaya,95889.95,30,28766.99,70,67122.97,100684450.2,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Tiwa Savage,255791.3,30,76737.39,70,179053.91,268580860.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Vector,54498.2,30,16349.46,70,38148.74,57223108.53,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Victony,440181.34,30,132054.4,70,308126.94,462190409.7,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Waje,12308.78,30,3692.63,70,8616.15,12924219.42,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Wande Coal,157406.97,30,47222.09,70,110184.88,165277319.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Wizkid,1406252.75,30,421875.83,70,984376.93,1476565389,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,WurlD,62546.46,30,18763.94,70,43782.52,65673777.96,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Ycee,62570.95,30,18771.29,70,43799.67,65699498.97,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Yemi Alade,109180.68,30,32754.2,70,76426.48,114639713.6,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Young Jonn,269255.45,30,80776.63,70,188478.81,282718219.8,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Yung6ix,10085.8,30,3025.74,70,7060.06,10590091.47,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Zinoleesky,170941.55,30,51282.47,70,119659.09,179488627.9,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,Zlatan,188569.13,30,56570.74,70,131998.39,197997591.3,"US, UK, France, Ghana, South Africa",Chartmetric + SoundCharts + WIPO 2025 methodology
Q1_2026,=== PERIOD TOTAL ===,,30,8386940.15,70,19569527.01,29354290509,,Aggregated
